PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
3647415,3647415,3,6336,6280,37501.1,15300.0,11530,14790448,306890.8,7426.0,6963.5,3893,47532,3188.8,27813.4,5915.5,13,14780224,308211.6,2520.3,2368.0,2112,13056,969.9,cudaLaunchKernel,"void vllm::rms_norm_kernel<c10::BFloat16, (int)8, (int)3>(T1 *, const T1 *, long, long, long, long, long, const T1 *, float, int, int)"
3647415,3647415,3,2,2,37385.5,37385.5,15018,59753,31632.4,31600.0,31600.0,8220,54980,33064.3,4425.5,4425.5,3333,5518,1545.0,1360.0,1360.0,1280,1440,113.1,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctorOnSelf_add<int>, std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)"
3647418,3647418,0,48,48,36695.5,35148.5,28311,112914,11657.0,21250.9,19674.5,11725,101036,12230.7,6900.1,6860.5,3750,8827,774.9,8544.6,8528.0,8096,8960,217.7,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<signed char>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647418,3647418,0,2,1,36611.5,36611.5,17561,55662,26941.5,31304.5,31304.5,8910,53699,31670.6,5643.0,5643.0,5643,5643,0.0,2912.0,2912.0,2816,3008,135.8,cuLaunchKernelEx,_compute_slot_mapping_kernel
3647419,3647419,1,66,66,36532.2,20966.5,17965,1013921,122223.6,29451.1,13685.5,10094,1002283,121663.5,4590.5,4751.5,1016,6390,995.9,2490.7,2432.0,2272,5248,392.7,cudaLaunchKernel,"void vllm::rms_norm_kernel<c10::BFloat16, (int)8, (int)2>(T1 *, const T1 *, long, long, long, long, long, const T1 *, float, int, int)"
3647419,3647419,1,4,4,36266.3,22921.5,19767,79455,28831.2,24884.3,13823.5,7739,64151,26348.0,5974.0,6200.5,3551,7944,2127.0,5408.0,5392.0,3392,7456,2309.8,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
3647418,3647418,0,2,2,36198.5,36198.5,18030,54367,25694.1,26981.0,26981.0,8903,45059,25566.2,7457.5,7457.5,7303,7612,218.5,1760.0,1760.0,1696,1824,90.5,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 11)]::operator ()() const::[lambda(bool, float, float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647414,3647414,2,48,48,36048.5,22920.5,20660,504343,71410.1,12395.8,9085.0,7284,142575,19302.0,17836.7,7773.5,620,489680,69591.1,5816.0,5808.0,5696,6016,68.4,cuLaunchKernelEx,nvjet_tst_64x24_64x16_2x4_h_bz_TNT
3647418,3647418,0,48,48,35424.4,23098.5,21195,428721,60209.0,12540.9,8766.0,6735,121895,16883.5,17046.2,8479.5,2947,412663,58478.4,5837.3,5824.0,5728,5984,59.4,cuLaunchKernelEx,nvjet_tst_64x24_64x16_2x4_h_bz_TNT
3647418,3647418,0,48,48,35313.8,31062.5,28826,171210,20722.8,13234.9,8538.0,6522,153629,21586.0,7894.3,8326.5,3405,8742,1156.2,14184.6,14176.0,13856,14528,149.5,cuLaunchKernelEx,nvjet_tst_128x128_64x6_2x1_v_bz_TNT
3647415,3647415,3,6375,6351,35193.7,14074.0,10678,14660300,303932.8,6303.6,5806.0,3491,52179,2647.3,26832.7,6086.0,173,14650530,304489.7,2165.1,2144.0,1760,7232,385.5,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647419,3647419,1,48,48,34349.7,32536.0,27657,103896,10644.1,18685.5,16941.0,11132,92185,11270.7,7165.5,7175.5,3423,8818,851.0,8498.7,8464.0,8224,9056,207.5,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<signed char>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647414,3647414,2,48,48,34326.5,31039.0,29370,165012,19394.8,12259.9,9012.5,7122,147655,20124.5,7955.3,8120.0,3245,8711,856.9,14111.3,14080.0,13888,14496,166.8,cuLaunchKernelEx,nvjet_tst_128x128_64x6_2x1_v_bz_TNT
3647419,3647419,1,2,2,34008.5,34008.5,15388,52629,26333.4,27944.0,27944.0,8007,47881,28195.2,4704.5,4704.5,3276,6133,2020.2,1360.0,1360.0,1248,1472,158.4,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctorOnSelf_add<int>, std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)"
3647414,3647414,2,2,2,33711.5,33711.5,28107,39316,7926.0,27195.5,27195.5,20113,34278,10016.2,3620.0,3620.0,2190,5050,2022.3,2896.0,2896.0,2848,2944,67.9,cuLaunchKernelEx,_compute_slot_mapping_kernel
3647418,3647418,0,27,27,33197.6,32692.0,31152,42269,2021.0,7829.1,7238.0,5698,19208,2489.3,6918.9,7097.0,3733,7424,699.6,18449.6,18368.0,17952,19328,334.0,cudaLaunchKernelExC_v11060,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)192>, cute::C<(int)144>, cute::C<(int)96>>, (int)96, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)0, (bool)1, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t, (int)1>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)192>, cute::C<(int)96>, cute::C<(int)144>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)384, (bool)1, (bool)1, (bool)1, (bool)0, (int)1>, flash::VarlenDynamicPersistentTileScheduler<(int)192, (int)144, (int)384, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)0, (bool)1>>>>(T1::Params)"
3647419,3647419,1,96,95,33059.1,24515.0,22054,256450,35984.5,12287.0,9410.5,6492,215781,21250.6,13916.6,8159.0,5136,235371,29636.7,7004.7,6944.0,6368,9024,463.7,cuLaunchKernelEx,nvjet_tst_64x8_64x16_4x2_h_bz_TNT
3647415,3647415,3,3168,3153,32911.8,14415.0,11269,14595061,295154.4,7105.1,6508.5,4471,41008,3017.5,24187.3,6142.0,728,14587517,295872.1,1741.9,1728.0,1504,4256,335.8,cuLaunchKernelEx,_triton_mrope_forward
3647415,3647415,3,27,27,32660.2,32682.0,30671,39996,1750.8,7428.6,6935.0,5858,16929,2067.2,6822.2,6899.0,4987,7529,450.4,18409.5,18432.0,17824,18912,312.8,cudaLaunchKernelExC_v11060,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)192>, cute::C<(int)144>, cute::C<(int)96>>, (int)96, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)0, (bool)1, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t, (int)1>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)192>, cute::C<(int)96>, cute::C<(int)144>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)384, (bool)1, (bool)1, (bool)1, (bool)0, (int)1>, flash::VarlenDynamicPersistentTileScheduler<(int)192, (int)144, (int)384, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)0, (bool)1>>>>(T1::Params)"
3647415,3647415,3,3120,3083,32638.1,14249.0,11240,14514626,317122.3,10195.5,7230.0,5322,7422979,132786.6,21199.6,5526.0,29,14506083,289929.8,1505.6,1440.0,1184,2976,281.8,cudaLaunchKernel,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
3647415,3647415,3,96,96,31617.0,19981.0,17547,1033227,103872.3,18690.1,8147.5,6441,1023640,103650.6,7283.2,5807.0,3891,111215,10826.7,5643.7,5632.0,5472,6016,77.2,cuLaunchKernelEx,nvjet_tst_64x8_64x16_2x4_h_bz_TNT
3647414,3647414,2,2,2,31346.0,31346.0,14652,48040,23608.9,25432.0,25432.0,7682,43182,25102.3,4458.0,4458.0,3418,5498,1470.8,1456.0,1456.0,1440,1472,22.6,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctorOnSelf_add<int>, std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)"
3647414,3647414,2,2,2,30632.5,30632.5,19251,42014,16095.9,26461.5,26461.5,13844,39079,17843.8,2715.0,2715.0,1367,4063,1906.4,1456.0,1456.0,1344,1568,158.4,cuLaunchKernel,triton_poi_fused_add_bitwise_and_bitwise_not_bitwise_or_ge_lt_mul_sub_0
3647418,3647418,0,55,53,30420.8,28363.0,19522,256759,31506.2,12020.8,6600.0,4790,249012,32824.8,7305.1,7431.0,4493,7907,619.4,11527.5,10272.0,6528,17056,4785.0,cuLaunchKernelEx,nvjet_tst_144x64_64x8_1x2_h_bz_bias_TNN
3647418,3647418,0,2,2,29916.0,29916.0,18478,41354,16175.8,24217.5,24217.5,12354,36081,16777.5,4114.5,4114.5,3705,4524,579.1,1584.0,1584.0,1568,1600,22.6,cuLaunchKernel,triton_poi_fused_add_bitwise_and_bitwise_not_bitwise_or_ge_lt_mul_sub_0
3647419,3647419,1,2,2,29717.5,29717.5,19487,39948,14468.1,23914.5,23914.5,13793,34036,14314.0,4235.0,4235.0,4158,4312,108.9,1568.0,1568.0,1536,1600,45.3,cuLaunchKernel,triton_poi_fused_add_bitwise_and_bitwise_not_bitwise_or_ge_lt_mul_sub_0
3647419,3647419,1,2,2,29503.0,29503.0,18678,40328,15308.9,22421.0,22421.0,9779,35063,17878.5,4122.0,4122.0,2417,5827,2411.2,2960.0,2960.0,2848,3072,158.4,cuLaunchKernelEx,_compute_slot_mapping_kernel
3647418,3647418,0,27,27,29476.4,25483.0,23682,135639,21238.4,10530.9,6197.0,4647,121186,22138.3,6979.9,7179.0,2869,7350,849.0,11965.6,11872.0,11584,12480,260.0,cuLaunchKernelEx,nvjet_tst_136x128_64x6_1x2_h_bz_bias_TNN
3647418,3647418,0,3168,3163,29219.4,18729.5,15508,19573083,348475.4,13277.3,6694.5,4784,19532917,346914.5,9600.2,6121.0,1920,235502,24353.8,6366.0,5728.0,5344,37888,3826.4,cudaLaunchKernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<c10::BFloat16, at::native::func_wrapper_t<c10::BFloat16, at::native::sum_functor<c10::BFloat16, float, c10::BFloat16>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::BFloat16, (int)4, (int)8>>(T3)"
3647418,3647418,0,27,27,29184.1,24744.0,22859,147783,23727.4,11459.4,6621.0,4865,134533,24630.5,7370.9,7562.0,3138,7953,881.3,10353.8,10272.0,9856,11360,301.1,cuLaunchKernelEx,nvjet_tst_112x128_64x7_2x1_v_bz_bias_TNN
3647418,3647418,0,96,96,29114.3,28926.0,26830,39907,1655.9,8614.3,8281.0,6472,20304,1941.9,5709.1,5597.0,1933,6910,883.8,14790.9,14816.0,13664,15327,277.3,cudaLaunchKernel,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)128>, cute::C<(int)128>, cute::C<(int)128>>, (int)128, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)1, (bool)0, (bool)0, cutlass::bfloat16_t, (int)8>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)128>, cute::C<(int)128>, cute::C<(int)128>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)0, (bool)0, (int)8>, flash::VarlenDynamicPersistentTileScheduler<(int)128, (int)128, (int)256, (int)128, (bool)0, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1>>>>(T1::Params)"
3647415,3647415,3,96,95,28809.6,28322.5,26204,42168,2606.5,8683.0,8080.0,6557,23664,3009.5,5695.7,5418.0,3582,6835,738.9,14598.3,14592.0,13664,15168,201.3,cudaLaunchKernel,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)128>, cute::C<(int)128>, cute::C<(int)128>>, (int)128, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)1, (bool)0, (bool)0, cutlass::bfloat16_t, (int)8>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)128>, cute::C<(int)128>, cute::C<(int)128>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)0, (bool)0, (int)8>, flash::VarlenDynamicPersistentTileScheduler<(int)128, (int)128, (int)256, (int)128, (bool)0, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1>>>>(T1::Params)"
3647419,3647419,1,156,155,28786.0,16013.5,12467,1763083,139846.2,8434.6,7082.5,4850,60454,5293.9,19174.8,8014.0,4176,1756029,140419.4,1308.3,1344.0,1120,1536,87.1,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647415,3647415,3,27,27,28700.5,24543.0,22908,137085,21686.1,11122.4,6943.0,4885,122982,22388.3,7361.8,7504.0,3703,7870,759.7,10216.3,10144.0,9792,10880,300.0,cuLaunchKernelEx,nvjet_tst_112x128_64x7_2x1_v_bz_bias_TNN
3647415,3647415,3,27,27,28639.0,25076.0,24245,118858,18040.9,9566.0,5890.0,5089,102671,18616.9,6932.0,7023.0,4731,7361,477.0,12141.0,12128.0,11456,12576,244.7,cuLaunchKernelEx,nvjet_tst_136x128_64x6_1x2_h_bz_bias_TNN
3647414,3647414,2,96,96,28588.3,28323.0,26272,36660,1415.8,8412.8,8129.0,6852,21003,1646.1,5663.9,5212.0,1481,6896,900.8,14511.6,14496.0,14143,14912,198.0,cudaLaunchKernel,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)128>, cute::C<(int)128>, cute::C<(int)128>>, (int)128, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)1, (bool)0, (bool)0, cutlass::bfloat16_t, (int)8>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)128>, cute::C<(int)128>, cute::C<(int)128>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)0, (bool)0, (int)8>, flash::VarlenDynamicPersistentTileScheduler<(int)128, (int)128, (int)256, (int)128, (bool)0, (bool)1, (bool)1, (bool)1, (bool)0, (bool)1>>>>(T1::Params)"
3647414,3647414,2,2686,2682,27970.3,18754.5,14161,21471160,413958.2,15384.7,7077.5,5109,21457336,413882.8,6684.2,5864.0,507,45896,5177.3,5919.8,5984.0,3872,14464,1652.6,cudaLaunchKernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<c10::BFloat16, at::native::func_wrapper_t<c10::BFloat16, at::native::sum_functor<c10::BFloat16, float, c10::BFloat16>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::BFloat16, (int)4, (int)8>>(T3)"
3647418,3647418,0,3168,3158,27612.1,23519.5,18777,235833,12686.1,7649.2,7168.0,5189,62688,2475.1,5683.4,5740.5,335,26588,1067.0,14314.4,10528.0,6496,201375,12196.0,cudaLaunchKernelExC_v11060,"void deep_ep::intranode::dispatch<(int)4, (int)768, (int)8192>(int4 *, float *, int *, long *, float *, int *, int *, const int4 *, const float *, const long *, const float *, const bool *, const int *, int, int, int, int, int, int, int, int, void **, int, int, int)"
3647419,3647419,1,2816,2807,27563.3,18757.0,13655,21410378,403146.2,14969.3,7069.0,4715,21410378,403333.8,6749.7,5958.0,755,51324,5180.7,5883.8,5984.0,3904,14272,1583.9,cudaLaunchKernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<c10::BFloat16, at::native::func_wrapper_t<c10::BFloat16, at::native::sum_functor<c10::BFloat16, float, c10::BFloat16>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::BFloat16, (int)4, (int)8>>(T3)"
3647415,3647415,3,2,2,27062.0,27062.0,17241,36883,13889.0,19811.5,19811.5,8371,31252,16179.3,4290.5,4290.5,2783,5798,2131.9,2960.0,2960.0,2848,3072,158.4,cuLaunchKernelEx,_compute_slot_mapping_kernel
3647419,3647419,1,3168,3150,26923.0,20139.0,17072,19711649,349856.1,17283.8,10378.5,8452,19700357,349829.9,5826.8,5883.0,280,8961,1001.0,3862.1,3808.0,3552,6368,305.6,cudaLaunchKernelExC_v11060,"void deep_ep::layout::get_dispatch_layout<(int)256, (int)4, (int)8>(const long *, int *, int *, int *, bool *, int, int, int, int)"
3647415,3647415,3,2,2,26899.5,26899.5,17940,35859,12670.6,21175.0,21175.0,11888,30462,13133.8,4108.5,4108.5,3829,4388,395.3,1616.0,1616.0,1568,1664,67.9,cuLaunchKernel,triton_poi_fused_add_bitwise_and_bitwise_not_bitwise_or_ge_lt_mul_sub_0
3647418,3647418,0,96,94,26832.3,24565.5,21251,223060,20403.5,12230.4,9669.0,6292,216339,21341.6,7831.8,7876.0,3373,8656,673.4,7028.9,7071.0,6336,8544,347.8,cuLaunchKernelEx,nvjet_tst_64x8_64x16_4x2_h_bz_TNT
3647414,3647414,2,3168,3157,26825.1,23133.0,17706,182497,12132.2,7562.0,7174.5,5205,39990,2254.5,5662.8,5696.0,1033,22200,1026.5,13645.5,10080.0,6400,150719,11740.3,cudaLaunchKernelExC_v11060,"void deep_ep::intranode::dispatch<(int)4, (int)768, (int)8192>(int4 *, float *, int *, long *, float *, int *, int *, const int4 *, const float *, const long *, const float *, const bool *, const int *, int, int, int, int, int, int, int, int, void **, int, int, int)"
3647419,3647419,1,3168,3153,26714.3,23601.0,17311,196106,10498.1,7710.6,7211.0,5329,40686,2593.3,5529.0,5593.0,82,32781,1163.9,13529.3,10784.0,6176,180864,9865.5,cudaLaunchKernelExC_v11060,"void deep_ep::intranode::dispatch<(int)4, (int)768, (int)8192>(int4 *, float *, int *, long *, float *, int *, int *, const int4 *, const float *, const long *, const float *, const bool *, const int *, int, int, int, int, int, int, int, int, void **, int, int, int)"
3647415,3647415,3,2874,2865,26629.3,18323.5,14213,19965152,372117.7,14251.3,6742.0,4818,19965152,372288.6,6723.7,5944.0,531,50640,5568.8,5693.4,5792.0,3936,14560,1663.0,cudaLaunchKernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<c10::BFloat16, at::native::func_wrapper_t<c10::BFloat16, at::native::sum_functor<c10::BFloat16, float, c10::BFloat16>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::BFloat16, (int)4, (int)8>>(T3)"
3647415,3647415,3,96,95,26480.2,23773.0,21312,239026,22081.1,11507.3,8691.0,6239,230989,22826.0,8064.2,8097.0,4579,9034,605.9,6994.3,6928.0,6272,8832,442.9,cuLaunchKernelEx,nvjet_tst_64x8_64x16_4x2_h_bz_TNT
3647414,3647414,2,3168,3151,26469.5,20303.5,17250,18111020,321415.3,16878.3,10590.5,8471,18099968,321390.9,5801.1,5860.0,1640,8372,937.7,3839.4,3807.5,3616,6400,302.9,cudaLaunchKernelExC_v11060,"void deep_ep::layout::get_dispatch_layout<(int)256, (int)4, (int)8>(const long *, int *, int *, int *, bool *, int, int, int, int)"
3647414,3647414,2,96,95,26437.4,23904.5,21282,222063,20335.5,11733.2,8997.5,6044,212710,20970.3,7894.3,8071.0,233,8852,1035.6,6964.3,6880.0,6208,9120,455.0,cuLaunchKernelEx,nvjet_tst_64x8_64x16_4x2_h_bz_TNT
3647415,3647415,3,54,54,26437.1,27724.5,19276,104117,11648.4,8761.3,6989.0,4841,95246,12121.8,7151.4,7331.5,2887,7794,751.8,10524.4,10528.0,5664,15712,4750.3,cuLaunchKernelEx,nvjet_tst_144x64_64x8_1x2_h_bz_TNN
3647418,3647418,0,96,96,26356.4,25538.5,23408,105824,8279.3,11460.9,10470.5,8543,93357,8525.4,5556.2,5383.5,733,6637,927.5,9339.3,9344.0,9024,9984,183.5,cuLaunchKernelEx,nvjet_tst_64x96_64x10_4x1_v_bz_TNT
3647418,3647418,0,3168,3162,26301.5,20157.5,17070,18049556,320325.7,16653.5,10482.0,8361,18038090,320293.7,5837.4,5897.5,172,8958,940.2,3827.8,3776.0,3616,6336,304.6,cudaLaunchKernelExC_v11060,"void deep_ep::layout::get_dispatch_layout<(int)256, (int)4, (int)8>(const long *, int *, int *, int *, bool *, int, int, int, int)"
3647415,3647415,3,3168,3155,26277.9,19909.5,16877,17542213,311353.4,16564.6,9977.0,8003,17529875,311316.7,5904.3,6034.0,126,9135,1156.8,3847.8,3808.0,3552,6400,307.8,cudaLaunchKernelExC_v11060,"void deep_ep::layout::get_dispatch_layout<(int)256, (int)4, (int)8>(const long *, int *, int *, int *, bool *, int, int, int, int)"
3647415,3647415,3,3168,3152,26081.0,23526.0,17245,146974,9731.3,7461.0,6961.5,4938,58303,2683.4,5726.2,5835.5,86,8900,1146.2,12938.6,10720.0,6208,130592,9270.2,cudaLaunchKernelExC_v11060,"void deep_ep::intranode::dispatch<(int)4, (int)768, (int)8192>(int4 *, float *, int *, long *, float *, int *, int *, const int4 *, const float *, const long *, const float *, const bool *, const int *, int, int, int, int, int, int, int, int, void **, int, int, int)"
3647414,3647414,2,3242,3234,26036.7,13288.0,9717,36674953,645473.8,6433.9,5875.5,3858,109394,3411.5,18359.0,6163.0,2327,36656115,646049.6,1292.4,1344.0,1152,1728,98.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647414,3647414,2,96,96,25864.4,24815.5,22612,99146,7766.1,11162.0,10247.5,8570,85560,7873.6,5680.7,5392.5,3826,6730,727.1,9021.6,9024.0,8896,9760,109.6,cuLaunchKernelEx,nvjet_tst_64x96_64x10_4x1_v_bz_TNT
3647418,3647418,0,3242,3235,25857.2,13523.0,10710,36655393,644470.1,6487.2,5845.0,4152,84723,3059.2,18119.1,6207.0,1107,36631442,644861.8,1292.9,1344.0,1152,1760,99.1,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647415,3647415,3,96,96,25583.7,24933.5,22545,96940,7452.7,10933.9,10091.0,8292,82848,7487.6,5557.8,5395.0,4044,6613,677.1,9092.0,9056.0,8832,10048,164.9,cuLaunchKernelEx,nvjet_tst_64x96_64x10_4x1_v_bz_TNT
3647418,3647418,0,96,94,24492.4,23402.5,21373,95845,7828.3,9585.1,8154.0,6558,81815,8207.3,6525.5,6495.5,4974,9489,771.1,8682.0,8672.0,8256,9248,214.8,cuLaunchKernelEx,nvjet_tst_64x72_64x12_2x1_v_bz_TNT
3647419,3647419,1,5632,5625,24223.8,21931.0,15552,121955,12346.9,6996.2,6746.0,4185,43393,2181.6,6143.4,6115.0,295,25631,1381.3,11100.2,9248.0,5920,98272,11695.9,cuLaunchKernelEx,fused_moe_kernel
3647414,3647414,2,2736,2729,24118.0,15149.5,11693,24018929,458903.4,15204.3,6202.0,4434,24011915,458939.4,6078.3,6040.0,1575,10536,986.9,2858.6,2944.0,2112,4160,311.2,cudaLaunchKernel,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
3647414,3647414,2,5372,5362,24027.1,21702.5,14851,119333,12671.6,6970.0,6724.0,4290,47610,2009.9,6088.2,6043.5,2060,24050,1357.4,10991.3,9152.0,5888,97632,11980.7,cuLaunchKernelEx,fused_moe_kernel
