PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
3647419,3647419,1,48,48,863477.6,23459.0,21241,12586583,2557450.8,12023.5,8962.5,7407,122232,16518.2,845610.0,8044.0,2926,12571060,2558221.9,5844.0,5856.0,5664,5984,64.9,cuLaunchKernelEx,nvjet_tst_64x24_64x16_2x4_h_bz_TNT
3647414,3647414,2,2,2,836095.0,836095.0,714744,957446,171616.2,478891.0,478891.0,10974,946808,661734.6,108980.5,108980.5,8334,209627,142335.6,248223.5,248223.5,2304,494143,347782.7,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647419,3647419,1,2,2,818503.5,818503.5,680598,956409,195027.8,477623.5,477623.5,9847,945400,661535.9,91216.0,91216.0,8705,173727,116688.2,249664.0,249664.0,2304,497024,349819.9,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647415,3647415,3,2,2,817032.5,817032.5,56181,1577884,1076006.5,22316.0,22316.0,5939,38693,23160.6,786636.5,786636.5,8976,1564297,1099778.0,8080.0,8080.0,7648,8512,610.9,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
3647418,3647418,0,2,2,815777.0,815777.0,55037,1576517,1075848.8,22753.5,22753.5,6818,38689,22536.2,785183.5,785183.5,8476,1561891,1098430.3,7840.0,7840.0,7808,7872,45.3,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
3647414,3647414,2,2,2,812761.5,812761.5,66523,1559000,1055340.6,28417.0,28417.0,6547,50287,30928.9,776472.5,776472.5,8300,1544645,1086360.0,7872.0,7872.0,7808,7936,90.5,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
3647419,3647419,1,2,2,811217.0,811217.0,55431,1567003,1068842.8,23424.5,23424.5,7856,38993,22017.2,780032.5,780032.5,8694,1551371,1090837.4,7760.0,7760.0,7744,7776,22.6,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
3647418,3647418,0,2,2,800113.0,800113.0,624581,975645,248239.7,487916.5,487916.5,10817,965016,674720.6,63718.0,63718.0,8357,119079,78292.3,248478.5,248478.5,2272,494685,348188.6,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647415,3647415,3,2,2,786311.5,786311.5,42156,1530467,1052394.8,18306.5,18306.5,5975,30638,17439.4,765845.0,765845.0,9214,1522476,1070037.8,2160.0,2160.0,2016,2304,203.6,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(bool, long, long) (instance 1)], std::array<char *, (unsigned long)4>>(int, T2, T3)"
3647418,3647418,0,2,2,785976.0,785976.0,41717,1530235,1052541.2,19755.0,19755.0,8311,31199,16184.3,764109.0,764109.0,8406,1519812,1068725.4,2112.0,2112.0,2112,2112,0.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(bool, long, long) (instance 1)], std::array<char *, (unsigned long)4>>(int, T2, T3)"
3647419,3647419,1,2,2,779609.5,779609.5,42569,1516650,1042332.7,19303.0,19303.0,7479,31127,16721.7,758258.5,758258.5,9362,1507155,1059099.6,2048.0,2048.0,2016,2080,45.3,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(bool, long, long) (instance 1)], std::array<char *, (unsigned long)4>>(int, T2, T3)"
3647414,3647414,2,2,2,778631.0,778631.0,46253,1511009,1035738.9,21966.5,21966.5,7780,36153,20062.7,754536.5,754536.5,7828,1501245,1056005.3,2128.0,2128.0,1984,2272,203.6,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(bool, long, long) (instance 1)], std::array<char *, (unsigned long)4>>(int, T2, T3)"
3647414,3647414,2,61,61,770822.4,840399.0,18071,1263339,285084.3,7542.0,5447.0,4209,75776,9292.8,760246.1,830704.0,2884,1251058,289115.8,3034.2,3072.0,2432,3424,217.3,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
3647414,3647414,2,2,2,765445.0,765445.0,517540,1013350,350590.6,506587.0,506587.0,10020,1003154,702251.8,8618.5,8618.5,7828,9409,1117.9,250239.5,250239.5,2368,498111,350543.2,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647418,3647418,0,2,2,764617.0,764617.0,518150,1011084,348557.0,505349.5,505349.5,10450,1000249,699893.6,8949.0,8949.0,8467,9431,681.7,250318.5,250318.5,2368,498269,350655.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647414,3647414,2,27,27,763926.7,774190.0,145207,970724,147604.9,12344.0,7452.0,5356,131489,23954.3,741283.5,756600.0,3638,953221,167991.2,10299.2,10208.0,9952,10912,269.0,cuLaunchKernelEx,nvjet_tst_112x128_64x7_2x1_v_bz_bias_TNN
3647414,3647414,2,27,27,759300.5,775810.0,110793,936860,152121.8,9899.5,6628.0,4908,94546,16954.4,737268.2,757511.0,4695,917996,166527.7,12132.7,12096.0,11552,12800,292.7,cuLaunchKernelEx,nvjet_tst_136x128_64x6_1x2_h_bz_bias_TNN
3647415,3647415,3,2,2,757558.5,757558.5,522402,992715,332561.5,495446.0,495446.0,8794,982098,688229.9,9920.5,9920.5,8249,11592,2363.9,252192.0,252192.0,2368,502016,353304.5,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647419,3647419,1,2,2,754973.0,754973.0,523498,986448,327355.1,493239.5,493239.5,10394,976085,682846.7,9526.0,9526.0,7963,11089,2210.4,252207.5,252207.5,2400,502015,353281.2,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647419,3647419,1,48,48,733913.6,36829.5,34283,10648135,2191454.9,13435.8,10457.5,8496,136929,18341.8,702767.1,8208.5,4742,10620751,2192406.7,17710.6,17664.0,17440,19072,250.7,cuLaunchKernelEx,nvjet_tst_168x128_64x5_1x2_h_bz_TNN
3647414,3647414,2,1,1,721384.0,721384.0,721384,721384,0.0,40743.0,40743.0,40743,40743,0.0,676225.0,676225.0,676225,676225,0.0,4416.0,4416.0,4416,4416,0.0,cudaLaunchKernel,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)2, (int)128, (int)1, (int)16, (int)8>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
3647418,3647418,0,4,4,680110.3,626501.0,18135,1449304,766877.5,29396.0,8532.5,7039,93480,42728.9,643722.3,611529.5,5062,1346768,738570.9,6992.0,6896.0,4640,9536,2667.9,cudaLaunchKernel,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
3647419,3647419,1,48,47,652261.0,31525.5,29298,10236675,2083306.9,13038.0,9050.0,6794,152290,20902.0,638456.4,8133.0,3179,10215112,2104950.8,14199.3,14144.0,13888,14592,175.0,cuLaunchKernelEx,nvjet_tst_128x128_64x6_2x1_v_bz_TNT
3647414,3647414,2,66,66,623386.8,21119.5,17601,36408099,4482488.2,29487.5,14088.5,10040,981725,119116.1,591426.5,4820.5,543,36392546,4483056.1,2472.7,2432.0,2240,4992,356.9,cudaLaunchKernel,"void vllm::rms_norm_kernel<c10::BFloat16, (int)8, (int)2>(T1 *, const T1 *, long, long, long, long, long, const T1 *, float, int, int)"
3647418,3647418,0,66,65,621151.0,20315.5,17110,36364779,4474154.9,28753.3,13218.5,8855,966257,117351.2,598956.9,4912.0,302,36346916,4508606.0,2538.7,2464.0,2272,4992,346.6,cudaLaunchKernel,"void vllm::rms_norm_kernel<c10::BFloat16, (int)8, (int)2>(T1 *, const T1 *, long, long, long, long, long, const T1 *, float, int, int)"
3647414,3647414,2,1,1,607725.0,607725.0,607725,607725,0.0,65883.0,65883.0,65883,65883,0.0,166611.0,166611.0,166611,166611,0.0,375231.0,375231.0,375231,375231,0.0,cudaLaunchKernel,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)2, (int)128, (int)1, (int)16, (int)4>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
3647414,3647414,2,27,27,593167.5,600990.0,30400,817927,144820.5,7730.9,6812.0,4942,20986,3355.4,581485.2,588995.0,5414,807287,147113.3,3951.4,3936.0,3840,4224,81.0,cuLaunchKernelEx,rotary_kernel
3647414,3647414,2,27,27,547049.9,470052.0,293008,2544993,410792.5,98974.3,5341.0,3961,2532587,486363.0,439951.2,439557.0,4534,638743,129925.2,8124.4,8000.0,7744,8800,315.5,cudaLaunchKernelExC_v11060,"void cutlass::device_kernel<flash::FlashAttnFwdCombine<cute::tuple<cute::C<(int)8>, cute::C<(int)128>>, (int)5, (int)256, (int)1, (bool)0, (bool)1, cutlass::bfloat16_t, float, cutlass::arch::Sm90>>(T1::Params)"
3647414,3647414,2,4,4,546384.0,662620.0,101955,758341,299729.5,25104.0,7336.0,5731,80013,36618.2,504696.0,639195.0,5526,734868,335859.9,16584.0,16544.0,16416,16832,183.6,cuLaunchKernelEx,nvjet_tst_72x64_64x12_1x2_h_bz_bias_TNN
3647414,3647414,2,3024,3017,537203.9,19037.5,15751,120373357,3744782.8,8193.3,7854.0,6005,155174,3316.2,524869.6,5818.0,1379,120358648,3748990.7,5368.4,5376.0,5056,5984,146.1,cuLaunchKernelEx,nvjet_tst_64x8_64x16_2x1_v_bz_TNT
3647414,3647414,2,55,54,536327.2,513198.0,31427,901421,226353.0,10708.5,6779.0,4675,184941,24104.5,523988.0,524527.0,4692,878245,221545.8,11163.9,9792.0,6272,16256,4455.7,cuLaunchKernelEx,nvjet_tst_144x64_64x8_1x2_h_bz_bias_TNN
3647414,3647414,2,3228,3214,535939.6,17404.5,14022,120565301,3649905.3,6939.6,6511.5,4359,712846,12598.9,413099.9,6183.0,2931,119665851,3409603.8,117714.9,4512.0,4192,4665880,449281.0,cudaLaunchKernel,"void vllm::cross_device_reduce_1stage<__nv_bfloat16, (int)2>(vllm::RankData *, vllm::RankSignals, vllm::Signal *, T1 *, int, int)"
3647419,3647419,1,1,1,530215.0,530215.0,530215,530215,0.0,68452.0,68452.0,68452,68452,0.0,87588.0,87588.0,87588,87588,0.0,374175.0,374175.0,374175,374175,0.0,cudaLaunchKernel,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)2, (int)128, (int)1, (int)16, (int)4>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
3647414,3647414,2,4,4,517789.5,643600.5,43562,740395,319456.8,13070.0,6301.0,4789,34889,14565.7,502279.5,635764.0,6273,731317,333759.4,2440.0,2448.0,2400,2464,30.6,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::native::GeluType)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647419,3647419,1,48,48,509803.2,18400.0,16531,23594308,3402854.7,498493.3,7096.5,5291,23586125,3403315.7,9861.9,9933.5,6519,10804,539.7,1448.0,1440.0,1408,1664,36.5,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<int, int, bool, at::native::<unnamed>::CompareEqFunctor<int>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647414,3647414,2,3168,3165,509507.5,17929.0,14703,120218853,3654296.0,13251.2,7752.0,5506,16352041,290388.1,492378.0,5847.0,802,120204663,3645088.7,4347.5,4320.0,4128,5888,278.1,cudaLaunchKernel,"void vllm::moe::topkGating<(int)8, (int)128, (int)4, (int)16, (int)32, long, __nv_bfloat16, (vllm::moe::ScoringFunc)0>(const T7 *, const bool *, float *, int, T6 *, int *, int, int, int, bool, const float *)"
3647414,3647414,2,4,4,508260.0,617058.0,85421,713503,285571.1,23151.0,7623.0,5951,71407,32181.1,476245.0,601221.5,5246,697291,317293.0,8864.0,8880.0,8768,8928,69.1,cuLaunchKernelEx,nvjet_tst_64x64_64x13_2x1_v_bz_bias_TNT
3647414,3647414,2,6336,6317,493902.8,18016.5,11872,120530079,3602169.0,9316.5,10150.0,4359,55205,3719.6,483509.6,5700.0,697,120521581,3607484.2,2533.9,2496.0,2176,6400,386.3,cudaLaunchKernel,"std::enable_if<T2>(int)0&&vllm::_typeConvert<T1>::exists, void>::type vllm::fused_add_rms_norm_kernel<c10::BFloat16, (int)8>(T1 *, long, T1 *, const T1 *, float, int, int)"
3647414,3647414,2,3172,3147,489901.8,29651.0,22065,120485223,3539264.3,19045.1,18379.0,7509,58174,3183.4,4193.8,4235.0,374,8731,918.9,466745.3,6432.0,4832,120463047,3539397.2,cuLaunchKernelEx,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
3647418,3647418,0,48,48,470338.0,18632.5,16670,21697384,3129049.2,459006.7,7269.5,5273,21689065,3129493.2,9879.3,9955.5,6687,10315,498.1,1452.0,1440.0,1408,1632,30.7,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<int, int, bool, at::native::<unnamed>::CompareEqFunctor<int>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647414,3647414,2,29,29,470112.0,455364.0,24968,1290500,215708.6,53840.6,8587.0,7361,1288314,237454.9,413081.3,434507.0,42,641795,169376.8,3190.1,3296.0,2112,3616,378.1,cudaLaunchKernel,"void flash::prepare_varlen_num_blocks_kernel<(int)1, (bool)0>(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, int *, int *, int *, bool, bool, bool, int)"
3647414,3647414,2,5952,5926,469026.0,21328.0,17073,120215515,3578528.6,9699.1,9347.0,6155,75768,2750.0,454770.9,5355.0,341,120197339,3586207.2,6569.1,6592.0,6016,7872,285.8,cuLaunchKernelEx,nvjet_tst_64x8_64x16_4x1_v_bz_TNT
3647414,3647414,2,6369,6354,468552.9,13714.0,10580,120491891,3554755.7,6861.7,6325.0,3955,66126,2786.4,461563.6,6198.0,1895,120484444,3558870.2,1217.5,1248.0,1056,2816,159.7,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
3647414,3647414,2,27,27,456835.9,457604.0,39643,654764,127518.0,7718.0,7439.0,6171,16726,1989.6,430682.5,430564.0,4486,628946,128686.4,18435.4,18400.0,17728,19327,376.2,cudaLaunchKernelExC_v11060,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)192>, cute::C<(int)144>, cute::C<(int)96>>, (int)96, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)0, (bool)1, (bool)1, (bool)1, (bool)0, cutlass::bfloat16_t, (int)1>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)192>, cute::C<(int)96>, cute::C<(int)144>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)384, (bool)1, (bool)1, (bool)1, (bool)0, (int)1>, flash::VarlenDynamicPersistentTileScheduler<(int)192, (int)144, (int)384, (int)128, (bool)1, (bool)1, (bool)1, (bool)0, (bool)0, (bool)1>>>>(T1::Params)"
3647414,3647414,2,3234,3226,450148.9,17599.0,13914,120049652,3512445.0,7985.5,7600.0,5655,74638,2611.9,439120.0,5871.0,872,120038195,3516710.6,4139.9,4192.0,3104,5216,456.1,cudaLaunchKernel,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
3647418,3647418,0,1,1,449164.0,449164.0,449164,449164,0.0,64798.0,64798.0,64798,64798,0.0,9776.0,9776.0,9776,9776,0.0,374590.0,374590.0,374590,374590,0.0,cudaLaunchKernel,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)2, (int)128, (int)1, (int)16, (int)4>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
3647414,3647414,2,6336,6319,444041.7,15518.0,11771,120140049,3487792.4,7319.0,7088.5,4066,55629,2415.4,435389.8,6021.0,1015,120128719,3492383.2,2507.5,2368.0,2112,13056,970.2,cudaLaunchKernel,"void vllm::rms_norm_kernel<c10::BFloat16, (int)8, (int)3>(T1 *, const T1 *, long, long, long, long, long, const T1 *, float, int, int)"
3647414,3647414,2,3120,3108,437030.5,14599.5,11713,119844737,3483316.2,10117.7,7504.5,5558,7292639,130438.5,427066.4,5683.0,1298,119835812,3487733.4,1494.4,1440.0,1184,3040,277.9,cudaLaunchKernel,"void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0>(const T1 *, const T1 *, T2 *, T2 *, const long *, long, long, long, long, long, int, int, int, const float *, const float *, int)"
3647414,3647414,2,6375,6353,436094.6,14347.0,10536,119999666,3461916.5,6323.1,6044.0,3583,44895,2266.8,429071.1,6130.0,1505,119991315,3467797.6,2188.7,2176.0,1728,7168,376.8,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3647414,3647414,2,3168,3159,432893.8,14580.5,11375,119932665,3465594.6,6870.6,6649.0,4718,50358,2067.1,425497.5,6244.0,1875,119922949,3470401.5,1739.3,1696.0,1503,4288,336.4,cuLaunchKernelEx,_triton_mrope_forward
3647414,3647414,2,48,48,401102.1,18492.0,16744,18372145,2649086.6,389906.4,7212.0,5409,18363760,2649501.0,9753.0,9847.0,6817,10207,488.9,1442.6,1440.0,1407,1568,27.9,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<int, int, bool, at::native::<unnamed>::CompareEqFunctor<int>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647418,3647418,0,27,27,363926.5,16512.0,15209,9394328,1804744.2,353399.1,6101.0,4379,9388241,1805631.7,6585.4,6824.0,2183,7197,939.0,3941.9,3936.0,3840,4032,53.3,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::native::GeluType)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647415,3647415,3,27,27,357809.9,16168.0,15676,9233142,1773753.1,347267.5,5573.0,4945,9226102,1774453.1,6620.6,6757.0,3008,7038,747.0,3921.8,3936.0,3808,4064,62.3,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::native::GeluType)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
3647418,3647418,0,3168,3160,339993.2,107997.5,23474,98669878,2117101.3,7917.4,7499.0,5736,78931,2823.5,6137.5,6159.0,1622,9236,943.2,325972.9,94271.5,11967,98657143,2117174.5,cudaLaunchKernelExC_v11060,"void deep_ep::intranode::notify_dispatch<(int)4>(const int *, int *, const int *, int *, int, int, int, const bool *, int *, int *, int, int, void **, int **, int)"
3647415,3647415,3,48,48,338508.9,22652.0,21025,7484357,1231129.4,164233.0,8417.0,7113,7474164,1077547.7,168450.5,8095.0,4209,3471432,637802.5,5825.3,5824.0,5600,6048,78.1,cuLaunchKernelEx,nvjet_tst_64x24_64x16_2x4_h_bz_TNT
3647415,3647415,3,4,4,329977.3,30662.0,20357,1238228,605525.6,317784.5,17387.0,5929,1230435,608484.0,8496.8,8459.5,6673,10395,1520.4,3696.0,1264.0,1120,11136,4961.9,cudaLaunchKernel,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
3647414,3647414,2,4,4,324256.8,31991.5,22004,1211040,591215.1,312615.3,19742.5,6981,1203995,594314.3,7929.5,7786.0,5925,10221,1807.2,3712.0,1296.0,1120,11136,4950.5,cudaLaunchKernel,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
3647418,3647418,0,58,57,320087.6,19020.5,17556,17474109,2291950.1,307007.6,5889.0,4358,17469137,2293033.2,7457.8,7485.0,6710,7881,236.2,5761.1,5568.0,5344,9440,853.2,cudaLaunchKernel,"void at::native::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, (bool)0>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)"
3647418,3647418,0,4,4,298253.0,30704.5,19980,1111623,542274.7,286229.3,17298.5,6664,1103656,545008.8,8351.8,8142.5,6847,10275,1525.3,3672.0,1248.0,1120,11072,4934.8,cudaLaunchKernel,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
3647419,3647419,1,4,4,295912.5,30290.5,21634,1101435,537039.4,283663.8,18117.5,5189,1093231,539774.4,8544.8,8453.5,7084,10188,1323.5,3704.0,1280.0,1120,11136,4956.3,cudaLaunchKernel,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
3647419,3647419,1,3168,3163,293092.3,54586.0,22961,98983510,2124581.6,7997.2,7547.5,5704,72616,2701.0,5945.1,5982.0,69,8988,1000.3,279170.0,41088.0,11456,98965955,2124577.1,cudaLaunchKernelExC_v11060,"void deep_ep::intranode::notify_dispatch<(int)4>(const int *, int *, const int *, int *, int, int, int, const bool *, int *, int *, int, int, void **, int **, int)"
3647415,3647415,3,48,48,291646.2,18738.5,16854,13119039,1890868.1,280475.9,7291.0,5321,13110097,1891196.6,9721.0,9781.5,7278,10261,427.4,1449.3,1440.0,1408,1664,36.7,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<int, int, bool, at::native::<unnamed>::CompareEqFunctor<int>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
