dataset,layer,rank,slow_wave,fast_wave,pairs_slow,pairs_fast,expert_ms_slow,expert_ms_fast,latency_ratio,active_experts_slow,active_experts_fast,rows_p50_slow,rows_p50_fast,tiny_le4_slow,tiny_le4_fast
gsm8k,1,3,49,27,574,562,0.9331520199775696,0.8384640216827393,1.1129303057092397,56,51,6.0,4.0,0.48214285714285715,0.5098039215686274
humaneval,13,0,2,0,1455,1458,0.985152006149292,0.8852159976959229,1.1128944898346695,53,45,13.0,14.0,0.2830188679245283,0.2222222222222222
humaneval,17,1,70,20,119,119,0.4716480076313019,0.4238080084323883,1.1128813006055918,23,18,3.0,5.0,0.6521739130434783,0.4444444444444444
gsm8k,22,3,44,21,817,812,0.9035519957542419,0.8119040131568909,1.1128803172692794,53,45,7.0,10.0,0.41509433962264153,0.28888888888888886
gsm8k,21,2,43,19,2038,2048,0.9646720290184021,0.8668799996376038,1.1128091886093576,49,42,26.0,27.0,0.22448979591836735,0.23809523809523808
humaneval,20,3,81,84,89,90,0.5466240048408508,0.4912320077419281,1.1127613759403545,20,24,3.0,2.0,0.7,0.7916666666666666
humaneval,1,1,57,0,1258,1212,0.9847679734230042,0.8849920034408569,1.1127422277198182,58,45,7.0,6.0,0.3620689655172414,0.4
humaneval,11,1,66,5,559,539,0.7739520072937012,0.6957119703292847,1.1124603863397449,35,34,6.0,7.0,0.4857142857142857,0.38235294117647056
gsm8k,25,3,55,54,329,323,0.7275840044021606,0.6540799736976624,1.1123777422643952,39,34,3.0,5.0,0.5641025641025641,0.4411764705882353
humaneval,31,0,24,23,172,166,0.6873279809951782,0.6179199814796448,1.11232522267581,36,33,4.0,4.0,0.6111111111111112,0.5151515151515151
humaneval,20,2,13,10,229,237,0.6947199702262878,0.6245759725570679,1.1123065899926383,36,32,4.0,4.5,0.5277777777777778,0.5
humaneval,27,0,4,56,865,867,0.8940160274505615,0.8037760257720947,1.1122700836862902,48,43,10.5,13.0,0.2916666666666667,0.20930232558139536
humaneval,6,0,42,2,1464,1444,1.0597440004348755,0.9527999758720398,1.112241842223974,62,53,10.0,16.0,0.1935483870967742,0.3018867924528302
gsm8k,17,2,25,23,616,615,0.7663360238075256,0.6890239715576172,1.11220517056197,37,33,6.0,7.0,0.32432432432432434,0.30303030303030304
humaneval,30,2,66,10,306,310,0.6857920289039612,0.6166080236434937,1.1122009487513058,35,32,5.0,3.0,0.45714285714285713,0.59375
gsm8k,9,2,12,36,2067,2072,1.0036799907684326,0.902463972568512,1.112155189876277,53,45,11.0,19.0,0.3018867924528302,0.2
humaneval,3,3,49,29,1286,1242,1.0534080266952515,0.9472960233688354,1.1120156748352577,61,52,11.0,9.5,0.16393442622950818,0.36538461538461536
gsm8k,24,0,59,63,90,87,0.5295680165290833,0.47628799080848694,1.1118651461905533,15,16,3.0,2.5,0.6666666666666666,0.625
humaneval,1,1,35,29,2759,2818,1.1411839723587036,1.0264320373535156,1.111796914777774,58,52,13.5,6.0,0.2413793103448276,0.40384615384615385
humaneval,16,1,7,13,364,382,0.744704008102417,0.6699519753456116,1.1115781959120916,38,32,4.5,5.5,0.5,0.46875
humaneval,9,2,60,61,673,663,0.9359679818153381,0.8421120047569275,1.1114530805026368,47,48,10.0,11.0,0.2553191489361702,0.22916666666666666
gsm8k,13,3,7,5,2682,2683,1.1857279539108276,1.066912055015564,1.1113642856847563,56,55,14.0,15.0,0.30357142857142855,0.23636363636363636
humaneval,12,3,68,8,392,390,0.7519999742507935,0.6766719818115234,1.1113212818973366,40,33,4.0,6.0,0.525,0.3939393939393939
humaneval,3,3,77,73,145,142,0.62745600938797,0.5646079778671265,1.1113126877134456,43,38,2.0,2.5,0.7209302325581395,0.7368421052631579
humaneval,16,0,48,0,1423,1441,0.9609599709510803,0.8647680282592773,1.1112343883543327,52,45,18.0,11.0,0.19230769230769232,0.3111111111111111
humaneval,30,2,65,6,345,358,0.7975360155105591,0.7177280187606812,1.1111953200429383,45,36,3.0,5.0,0.5777777777777777,0.4722222222222222
humaneval,16,3,13,12,294,284,0.6783679723739624,0.6104959845542908,1.1111751584561582,33,31,5.0,6.0,0.45454545454545453,0.41935483870967744
humaneval,3,1,80,18,92,96,0.5956799983978271,0.5360959768295288,1.1111443177034794,40,35,2.0,2.0,0.925,0.8
humaneval,23,1,62,63,495,497,0.7587199807167053,0.6828799843788147,1.1110590412265178,36,35,8.5,8.0,0.3055555555555556,0.2857142857142857
gsm8k,20,3,38,17,1348,1363,0.884768009185791,0.7964159846305847,1.1109370307229434,45,40,10.0,15.5,0.28888888888888886,0.25
gsm8k,16,1,62,59,89,90,0.5139200091362,0.4626240134239197,1.1108805298121778,16,18,2.0,2.0,0.75,0.7222222222222222
humaneval,7,3,52,50,921,940,0.9682239890098572,0.8716480135917664,1.110796989050814,54,51,10.0,11.0,0.35185185185185186,0.3333333333333333
humaneval,25,3,57,54,1156,1163,0.914143979549408,0.8229759931564331,1.1107784275010382,49,42,9.0,16.0,0.3469387755102041,0.2857142857142857
humaneval,2,3,44,0,1568,1509,1.0733120441436768,0.9662719964981079,1.1107763114666425,61,53,14.0,14.0,0.09836065573770492,0.2641509433962264
humaneval,29,0,11,70,204,208,0.651423990726471,0.586463987827301,1.1107655444281073,34,30,4.5,5.0,0.5,0.4666666666666667
humaneval,20,0,41,0,805,820,0.8978880047798157,0.8085119724273682,1.110543857605617,50,41,6.5,6.0,0.38,0.3902439024390244
humaneval,28,0,61,6,334,325,0.6110079884529114,0.5502399802207947,1.1104391000590912,27,25,9.0,7.0,0.3333333333333333,0.28
humaneval,16,1,78,73,120,117,0.48688000440597534,0.4384639859199524,1.1104218819350467,24,23,2.5,4.0,0.6666666666666666,0.6086956521739131
humaneval,11,0,79,80,88,88,0.49750399589538574,0.4480319917201996,1.1104206955964027,26,23,2.5,3.0,0.8076923076923077,0.8260869565217391
gsm8k,28,0,52,30,207,208,0.5670400261878967,0.5106559991836548,1.110414892010235,24,22,5.0,8.0,0.5,0.2727272727272727
humaneval,20,3,15,14,262,274,0.7125759720802307,0.6417279839515686,1.1104018990918885,37,34,3.0,3.0,0.6486486486486487,0.5882352941176471
gsm8k,21,1,7,2,1179,1146,0.9021440148353577,0.8124799728393555,1.1103584642002378,48,43,13.0,13.0,0.2708333333333333,0.16279069767441862
humaneval,15,1,83,84,43,43,0.5199999809265137,0.46832001209259033,1.1103518267412964,20,16,2.0,2.0,0.9,0.8125
humaneval,16,0,80,73,191,184,0.5705919861793518,0.5138880014419556,1.1103430797728036,35,28,3.0,3.0,0.5428571428571428,0.5714285714285714
humaneval,4,2,10,21,125,125,0.5758399963378906,0.5186240077018738,1.110322676517719,36,29,2.0,3.0,0.7777777777777778,0.7241379310344828
humaneval,9,0,21,22,154,154,0.5702400207519531,0.5135999917984009,1.1102804319665658,29,28,4.0,5.0,0.5517241379310345,0.4642857142857143
humaneval,15,1,18,21,149,148,0.6094080209732056,0.5488960146903992,1.1102431146579517,30,32,4.0,3.0,0.5666666666666667,0.625
humaneval,12,1,62,6,888,871,0.7981759905815125,0.7190080285072327,1.11010720177721,43,33,10.0,9.0,0.27906976744186046,0.3939393939393939
humaneval,3,1,60,6,429,427,0.8732159733772278,0.7866560220718384,1.1100353253222597,53,47,4.0,5.0,0.5094339622641509,0.425531914893617
humaneval,11,3,24,20,61,63,0.5032320022583008,0.45337599515914917,1.1099661376682517,14,15,2.5,2.0,0.7142857142857143,0.8
humaneval,12,1,60,61,1029,1003,0.8620799779891968,0.7767360210418701,1.1098751115377024,44,42,10.0,13.0,0.25,0.23809523809523808
humaneval,8,3,38,44,683,691,0.9324160218238831,0.8401280045509338,1.1098499475949253,54,50,6.0,10.5,0.3148148148148148,0.28
humaneval,20,3,69,12,286,285,0.6987199783325195,0.6296319961547852,1.1097275592721787,36,33,3.0,4.0,0.6388888888888888,0.5151515151515151
humaneval,9,1,48,0,960,938,0.9316480159759521,0.8395839929580688,1.1096543333246722,56,45,11.0,11.0,0.21428571428571427,0.3111111111111111
humaneval,18,3,16,18,342,344,0.6860479712486267,0.6182720065116882,1.10962159700442,34,32,6.5,6.0,0.47058823529411764,0.46875
humaneval,8,2,81,83,69,67,0.5273600220680237,0.4752640128135681,1.1096148832015422,23,25,3.0,2.0,0.782608695652174,0.84
humaneval,26,3,3,62,590,599,0.7556160092353821,0.6809920072555542,1.109581318407198,39,32,5.0,9.5,0.46153846153846156,0.375
gsm8k,17,0,25,24,553,534,0.7439360022544861,0.6705920100212097,1.1093720043442759,37,33,8.0,6.0,0.2972972972972973,0.30303030303030304
gsm8k,27,0,62,61,102,102,0.5231360197067261,0.4716159999370575,1.1092414586794013,18,19,4.0,4.0,0.5,0.5789473684210527
gsm8k,25,0,2,4,1914,1880,1.1053119897842407,0.9964799880981445,1.1092164448719237,53,54,13.0,13.5,0.3018867924528302,0.2777777777777778
humaneval,26,1,2,0,1171,1168,0.8721280097961426,0.7862719893455505,1.1091937924967337,47,39,14.0,19.0,0.2553191489361702,0.2564102564102564
gsm8k,21,0,46,25,944,907,0.8895360231399536,0.8019840121269226,1.1091692723160858,51,43,10.0,15.0,0.3333333333333333,0.23255813953488372
gsm8k,12,1,60,63,110,109,0.5085440278053284,0.45849600434303284,1.1091569457273855,19,18,3.0,3.0,0.631578947368421,0.6666666666666666
humaneval,19,3,19,17,127,127,0.48607999086380005,0.43827199935913086,1.1090829247010465,26,21,4.0,4.0,0.6153846153846154,0.6190476190476191
humaneval,26,2,39,0,1476,1538,0.9384639859199524,0.8462079763412476,1.1090228550876966,50,43,17.0,22.0,0.18,0.32558139534883723
humaneval,29,0,12,10,211,213,0.7221760153770447,0.6512640118598938,1.1088836512164073,36,33,4.5,5.0,0.5,0.48484848484848486
humaneval,13,0,69,15,364,380,0.7952640056610107,0.7171840071678162,1.1088702448922907,45,37,5.0,7.0,0.4666666666666667,0.3783783783783784
