dataset,layer,rank,slow_wave,fast_wave,pairs_slow,pairs_fast,expert_ms_slow,expert_ms_fast,latency_ratio,active_experts_slow,active_experts_fast,rows_p50_slow,rows_p50_fast,tiny_le4_slow,tiny_le4_fast
gsm8k,14,1,32,55,178,175,0.7192639708518982,0.6042240262031555,1.1903928669828554,39,32,2.0,5.0,0.717948717948718,0.375
gsm8k,1,3,35,34,55,54,0.6382079720497131,0.5364480018615723,1.1896921413352557,22,25,2.0,2.0,0.9090909090909091,0.88
humaneval,8,3,4,3,307,316,0.8188160061836243,0.6882879734039307,1.1896416003524901,49,35,4.0,5.0,0.5510204081632653,0.45714285714285713
humaneval,24,1,10,23,182,179,0.5696640014648438,0.47887998819351196,1.1895757089658268,26,21,2.0,6.0,0.5769230769230769,0.3333333333333333
humaneval,10,1,64,7,422,409,0.893280029296875,0.750976026058197,1.1894920720513789,55,43,5.0,6.0,0.4909090909090909,0.4186046511627907
humaneval,5,3,49,0,1334,1329,1.0154880285263062,0.8537920117378235,1.1893857222432471,58,44,13.5,13.0,0.29310344827586204,0.2727272727272727
gsm8k,14,2,32,56,150,156,0.6392959952354431,0.5375360250473022,1.1893081867009494,34,26,2.0,2.0,0.7647058823529411,0.7692307692307693
gsm8k,29,0,29,54,265,271,0.7088639736175537,0.596127986907959,1.1891137292418397,34,30,5.0,8.0,0.47058823529411764,0.26666666666666666
humaneval,22,1,63,5,274,267,0.6995199918746948,0.5882880091667175,1.1890774263196902,36,28,6.0,5.5,0.4444444444444444,0.42857142857142855
humaneval,9,0,48,3,1039,1057,0.9628480076789856,0.8101119995117188,1.188536903859375,58,41,11.0,11.0,0.2413793103448276,0.3902439024390244
humaneval,11,2,47,46,1302,1291,1.04038405418396,0.8753600120544434,1.1885213396282635,48,46,11.5,10.5,0.25,0.2608695652173913
humaneval,8,1,17,75,223,221,0.6282240152359009,0.5286399722099304,1.1883778152637012,33,31,4.0,5.0,0.5454545454545454,0.41935483870967744
humaneval,22,3,78,70,68,71,0.5047680139541626,0.42480000853538513,1.1882485965442637,21,20,2.0,2.0,0.7619047619047619,0.75
gsm8k,17,1,58,57,166,159,0.5041919946670532,0.4243200123310089,1.1882352470185562,25,21,4.0,7.0,0.52,0.42857142857142855
gsm8k,11,0,60,62,44,44,0.5659840106964111,0.47654399275779724,1.1876847034017102,13,14,2.0,2.0,0.9230769230769231,0.9285714285714286
gsm8k,14,0,64,62,120,119,0.6099200248718262,0.513759970664978,1.1871692223946229,20,18,4.5,4.5,0.5,0.5
gsm8k,12,3,0,36,1215,1236,0.8766400218009949,0.738431990146637,1.1871641985972368,46,36,9.0,14.0,0.43478260869565216,0.19444444444444445
humaneval,21,1,68,15,270,272,0.7004160284996033,0.5900160074234009,1.187113603168699,36,29,4.0,5.0,0.5,0.41379310344827586
gsm8k,25,3,9,37,2435,2433,0.9895359873771667,0.8336640000343323,1.186972194237025,47,47,13.0,17.0,0.2127659574468085,0.2553191489361702
humaneval,12,3,15,71,261,258,0.625216007232666,0.5267840027809143,1.186854581635215,33,26,4.0,5.5,0.6060606060606061,0.5
humaneval,20,2,73,21,129,130,0.5272639989852905,0.4443199932575226,1.1866762850792865,29,23,3.0,5.0,0.7241379310344828,0.4782608695652174
humaneval,12,3,15,70,261,270,0.625216007232666,0.5269119739532471,1.1865663301250797,33,25,4.0,5.0,0.6060606060606061,0.48
humaneval,15,1,25,74,98,94,0.5297920107841492,0.44655999541282654,1.1863848446486525,29,23,2.0,3.0,0.7931034482758621,0.6521739130434783
humaneval,31,2,60,0,1040,1039,0.8384960293769836,0.7069439888000488,1.1860855211460648,45,31,9.0,6.0,0.24444444444444444,0.3548387096774194
gsm8k,27,0,7,4,2500,2609,1.2557439804077148,1.0591360330581665,1.1856304961902386,54,54,27.5,27.5,0.12962962962962962,0.18518518518518517
humaneval,6,3,21,75,180,177,0.7352319955825806,0.6203839778900146,1.1851240873163345,43,45,3.0,3.0,0.5813953488372093,0.7333333333333333
humaneval,19,1,22,72,153,150,0.5535680055618286,0.4671039879322052,1.1851065712634692,28,25,5.5,5.0,0.4642857142857143,0.48
gsm8k,30,1,41,36,1622,1621,0.9890239834785461,0.834559977054596,1.1850843686143426,53,41,17.0,24.0,0.22641509433962265,0.1951219512195122
humaneval,28,0,20,21,82,82,0.5054720044136047,0.42691200971603394,1.1840191723578495,19,19,3.0,3.0,0.7368421052631579,0.6842105263157895
humaneval,19,1,19,77,140,139,0.5842880010604858,0.4935680031776428,1.1838044551080664,27,27,5.0,4.0,0.48148148148148145,0.6296296296296297
humaneval,9,1,10,71,134,137,0.6076800227165222,0.513375997543335,1.1836938727647213,31,30,3.0,3.0,0.7419354838709677,0.7
gsm8k,11,1,60,59,139,143,0.5661439895629883,0.4784319996833801,1.1833321975487734,16,15,5.5,6.0,0.375,0.3333333333333333
gsm8k,13,0,53,31,210,205,0.6713600158691406,0.5674880146980286,1.1830382289683852,34,28,4.0,7.0,0.5588235294117647,0.39285714285714285
humaneval,14,2,10,78,171,176,0.6021119952201843,0.5089600086212158,1.1830241767940066,31,26,4.0,3.0,0.5483870967741935,0.5384615384615384
humaneval,30,2,77,73,72,72,0.49904000759124756,0.4219200015068054,1.182783479827984,24,21,2.0,1.0,0.8333333333333334,0.8095238095238095
humaneval,11,1,19,14,211,208,0.5961599946022034,0.5040959715843201,1.1826319355985644,31,23,3.0,5.0,0.6451612903225806,0.4782608695652174
gsm8k,4,0,23,36,744,756,0.8469120264053345,0.716543972492218,1.1819400607888475,48,32,4.5,3.5,0.5,0.5625
humaneval,4,2,14,21,128,125,0.6128960251808167,0.5186240077018738,1.181773338833042,33,29,2.0,3.0,0.7272727272727273,0.7241379310344828
humaneval,26,1,79,76,136,136,0.501151978969574,0.4240959882736206,1.181694693716928,28,20,3.0,3.0,0.7857142857142857,0.75
gsm8k,16,1,33,58,94,94,0.488319993019104,0.4132480025291443,1.1816632870104806,26,19,2.0,2.0,0.8076923076923077,0.7368421052631579
humaneval,19,2,71,25,244,236,0.7209280133247375,0.6101760268211365,1.1815082560365262,36,39,5.0,5.0,0.4722222222222222,0.48717948717948717
gsm8k,24,0,18,16,1176,1160,1.003648042678833,0.849727988243103,1.1811403844116928,43,44,17.0,15.0,0.13953488372093023,0.20454545454545456
gsm8k,15,2,62,61,43,41,0.5441920161247253,0.4607680141925812,1.181054238494247,7,6,6.0,7.0,0.42857142857142855,0.3333333333333333
humaneval,8,1,16,77,205,201,0.6096000075340271,0.5162240266799927,1.1808826711429266,30,29,5.0,4.0,0.43333333333333335,0.5172413793103449
humaneval,8,1,66,6,683,699,0.9449599981307983,0.800320029258728,1.180727663414895,53,44,7.0,9.0,0.3584905660377358,0.2727272727272727
humaneval,11,3,74,72,102,106,0.4745599925518036,0.40198400616645813,1.180544462645343,16,14,2.5,3.0,0.625,0.5714285714285714
humaneval,18,1,13,68,290,280,0.6452159881591797,0.5465599894523621,1.1805035139979203,32,26,3.0,7.5,0.53125,0.23076923076923078
humaneval,5,3,52,0,1289,1329,1.007904052734375,0.8537920117378235,1.180503025183931,59,44,8.0,13.0,0.2542372881355932,0.2727272727272727
humaneval,5,0,46,1,1658,1610,1.108896017074585,0.9393600225448608,1.1804803168761928,62,50,11.5,9.0,0.2903225806451613,0.36
humaneval,27,0,71,70,177,175,0.593280017375946,0.5026559829711914,1.1802903724910971,30,23,3.0,5.0,0.5666666666666667,0.391304347826087
humaneval,11,0,68,21,334,334,0.7309759855270386,0.6193280220031738,1.180272746520894,38,32,4.0,4.5,0.5263157894736842,0.5
humaneval,7,0,75,77,104,103,0.5343359708786011,0.4528000056743622,1.1800705922757357,26,23,2.0,2.0,0.8076923076923077,0.7391304347826086
gsm8k,27,0,7,5,2500,2498,1.2557439804077148,1.0641920566558838,1.179997513187388,54,54,27.5,27.0,0.12962962962962962,0.16666666666666666
gsm8k,25,2,38,37,1883,1959,0.8670079708099365,0.7347840070724487,1.1799494306691554,43,41,25.0,28.0,0.27906976744186046,0.2926829268292683
humaneval,26,2,17,23,180,178,0.6409279704093933,0.5432959794998169,1.179703135295536,31,34,4.0,4.0,0.5161290322580645,0.6176470588235294
humaneval,16,1,67,8,401,408,0.7025600075721741,0.5957760214805603,1.1792351189734782,36,30,6.5,8.0,0.4722222222222222,0.4
gsm8k,25,0,32,58,122,120,0.6054400205612183,0.5134400129318237,1.1791835566224376,30,27,3.0,3.0,0.7,0.6296296296296297
humaneval,24,3,19,76,183,181,0.5892800092697144,0.4997439980506897,1.17916375497909,29,25,3.0,3.0,0.6206896551724138,0.56
gsm8k,5,3,46,0,866,848,0.9571200013160706,0.812063992023468,1.1786263283650318,59,44,9.0,5.0,0.288135593220339,0.45454545454545453
gsm8k,4,0,56,32,207,198,0.7347840070724487,0.6236159801483154,1.178263595646946,38,32,4.0,3.5,0.5526315789473685,0.625
humaneval,3,0,52,1,775,779,1.0017600059509277,0.850271999835968,1.1781641711642679,60,48,9.0,4.5,0.3333333333333333,0.5
humaneval,10,2,70,23,191,194,0.7167360186576843,0.6084799766540527,1.1779122504554984,38,31,3.0,4.0,0.6842105263157895,0.5806451612903226
humaneval,27,3,81,82,73,72,0.6048319935798645,0.5135040283203125,1.1778524806480848,28,26,1.5,2.0,0.7857142857142857,0.7692307692307693
humaneval,6,3,20,73,163,162,0.7472320199012756,0.6345279812812805,1.177618705470507,42,44,3.0,2.5,0.7619047619047619,0.7727272727272727
gsm8k,27,2,7,14,1808,1813,1.0742080211639404,0.9122239947319031,1.177570451300882,42,47,21.5,13.0,0.21428571428571427,0.3404255319148936
humaneval,4,1,38,0,1120,1124,0.9534080028533936,0.8098880052566528,1.1772096841355977,53,34,8.0,9.0,0.2641509433962264,0.35294117647058826
humaneval,13,1,13,8,189,191,0.677727997303009,0.5757759809494019,1.1770688943736376,33,28,3.0,5.0,0.5757575757575758,0.39285714285714285
humaneval,26,2,80,25,88,86,0.5458559989929199,0.46374401450157166,1.1770631683076311,30,23,2.0,3.0,0.8,0.7391304347826086
humaneval,27,2,68,8,339,349,0.6963199973106384,0.5916799902915955,1.1768523673877727,36,25,5.0,5.0,0.4722222222222222,0.48
humaneval,11,0,68,20,334,335,0.7309759855270386,0.6212159991264343,1.176685704416742,38,32,4.0,6.0,0.5263157894736842,0.46875
humaneval,17,2,31,30,2192,2178,1.1414400339126587,0.9703360199928284,1.1763348060820158,49,51,22.0,17.0,0.14285714285714285,0.27450980392156865
humaneval,5,0,53,0,1484,1446,0.9913600087165833,0.8428159952163696,1.1762472643415827,56,43,13.5,9.0,0.2857142857142857,0.4418604651162791
humaneval,13,3,80,77,143,142,0.508512020111084,0.4323520064353943,1.1761527934231297,27,21,3.0,4.0,0.6666666666666666,0.6190476190476191
humaneval,9,0,46,4,1017,1017,0.9467200040817261,0.8049600124359131,1.1761081164974008,57,42,10.0,8.5,0.2807017543859649,0.2857142857142857
humaneval,30,1,3,0,449,440,0.749888002872467,0.6376960277557373,1.1759333134182604,37,31,8.0,7.0,0.2702702702702703,0.3548387096774194
humaneval,11,2,47,48,1302,1307,1.04038405418396,0.884768009185791,1.175883444453846,48,47,11.5,11.0,0.25,0.2978723404255319
humaneval,25,3,14,71,344,338,0.7217280268669128,0.6138880252838135,1.1756672180292858,37,31,4.0,7.0,0.5135135135135135,0.41935483870967744
humaneval,8,3,19,74,49,49,0.5576320290565491,0.47436800599098206,1.1755262201792545,25,25,2.0,1.0,0.96,0.96
humaneval,4,2,14,22,128,132,0.6128960251808167,0.5214080214500427,1.175463360683145,33,31,2.0,3.0,0.7272727272727273,0.7096774193548387
humaneval,31,0,36,0,1495,1462,0.9291520118713379,0.7907199859619141,1.1750708574047495,50,37,15.5,9.0,0.16,0.43243243243243246
humaneval,12,2,19,80,102,102,0.4997439980506897,0.42531201243400574,1.1750056039816965,23,20,3.0,2.5,0.7391304347826086,0.75
humaneval,9,2,56,0,766,754,0.8695039749145508,0.7400320172309875,1.1749545353024244,50,33,11.0,12.0,0.28,0.2727272727272727
humaneval,9,2,59,0,744,754,0.8692799806594849,0.7400320172309875,1.1746518534591388,51,33,11.0,12.0,0.3137254901960784,0.2727272727272727
humaneval,15,0,24,71,121,121,0.5975040197372437,0.5090240240097046,1.173822828695905,29,27,3.0,2.0,0.5862068965517241,0.7407407407407407
gsm8k,24,1,31,54,395,404,0.7336959838867188,0.6250560283660889,1.1738083477166315,38,30,5.0,8.0,0.47368421052631576,0.26666666666666666
gsm8k,28,1,56,54,118,120,0.5345600247383118,0.45580801367759705,1.1727745206261726,29,25,3.0,3.0,0.6896551724137931,0.68
gsm8k,31,1,31,53,206,213,0.6828479766845703,0.582368016242981,1.1725368798407125,36,30,5.0,5.0,0.4444444444444444,0.43333333333333335
humaneval,29,3,69,17,167,167,0.7258880138397217,0.6191679835319519,1.1723603822326232,38,32,2.0,4.0,0.6578947368421053,0.53125
humaneval,7,0,41,1,1103,1093,0.9797760248184204,0.8357440233230591,1.1723398522464639,56,43,9.5,8.0,0.26785714285714285,0.37209302325581395
humaneval,9,0,44,3,1070,1057,0.9496319890022278,0.8101119995117188,1.1722230871467183,57,41,11.0,11.0,0.3157894736842105,0.3902439024390244
gsm8k,8,1,52,30,207,213,0.7375040054321289,0.6293439865112305,1.1718615276209814,42,33,2.5,4.0,0.6666666666666666,0.5454545454545454
humaneval,17,3,3,5,991,947,0.910431981086731,0.7770559787750244,1.1716427206724085,47,42,11.0,11.5,0.3191489361702128,0.2619047619047619
gsm8k,30,0,61,63,42,41,0.5783039927482605,0.4936000108718872,1.1716044975905764,15,16,3.0,2.0,0.8,0.875
humaneval,12,1,65,8,704,700,0.7407039999961853,0.6324800252914429,1.1711105021140762,37,30,10.0,7.5,0.2972972972972973,0.3333333333333333
gsm8k,27,1,32,55,232,234,0.7013120055198669,0.5989120006561279,1.1709767123576693,37,31,4.0,4.0,0.5135135135135135,0.5161290322580645
gsm8k,14,0,33,57,228,225,0.5834559798240662,0.4984000027179718,1.1706580590735365,39,28,4.0,4.5,0.5897435897435898,0.5
humaneval,5,1,66,64,339,352,0.9354239702224731,0.7995200157165527,1.1699819289503584,54,49,5.0,5.0,0.4074074074074074,0.3877551020408163
gsm8k,4,2,15,37,840,840,1.0362240076065063,0.8859840035438538,1.1695741722894617,54,50,7.0,5.5,0.3148148148148148,0.44
gsm8k,2,2,16,42,1706,1672,1.188480019569397,1.0162240266799927,1.1695059242519243,60,58,18.5,17.0,0.15,0.1206896551724138
gsm8k,13,3,7,15,2682,2667,1.1857279539108276,1.0139520168304443,1.169412293904543,56,52,14.0,13.5,0.30357142857142855,0.1346153846153846
humaneval,5,1,32,29,1093,1099,0.9995520114898682,0.8548480272293091,1.1692745138917457,59,43,10.0,7.0,0.23728813559322035,0.37209302325581395
humaneval,3,0,50,1,803,779,0.9941440224647522,0.850271999835968,1.169207056867143,61,48,10.0,4.5,0.26229508196721313,0.5
humaneval,14,3,50,0,993,972,0.915008008480072,0.7826560139656067,1.1691062128863696,50,40,10.5,7.5,0.38,0.4
humaneval,14,1,41,0,1981,2074,0.9785599708557129,0.8370239734649658,1.1690943173405668,53,41,27.0,21.0,0.18867924528301888,0.07317073170731707
humaneval,28,1,23,70,133,139,0.5008320212364197,0.42844799160957336,1.1689447285186643,27,19,3.0,4.0,0.6666666666666666,0.5789473684210527
humaneval,6,2,62,0,560,557,0.9400320053100586,0.8041920065879822,1.1689148830245366,57,44,7.0,5.0,0.38596491228070173,0.45454545454545453
humaneval,24,0,65,9,294,284,0.6904640197753906,0.5907520055770874,1.1687882787649577,33,29,6.0,6.0,0.45454545454545453,0.3793103448275862
humaneval,22,0,18,19,305,302,0.834559977054596,0.7140799760818481,1.1687205985439064,35,36,6.0,5.5,0.4,0.3611111111111111
humaneval,8,0,21,17,220,222,0.7251200079917908,0.6204800009727478,1.1686436417853843,39,32,4.0,5.0,0.5128205128205128,0.46875
gsm8k,25,0,41,37,1129,1142,0.9255359768867493,0.7921599745750427,1.1683700345795136,52,48,12.0,11.0,0.3076923076923077,0.3333333333333333
humaneval,15,2,18,73,111,114,0.5205439925193787,0.4455359876155853,1.1683545369818953,22,21,3.0,2.0,0.6818181818181818,0.6666666666666666
humaneval,20,3,81,83,89,88,0.5466240048408508,0.4679040014743805,1.1682396455649473,20,24,3.0,2.0,0.7,0.8333333333333334
humaneval,17,2,69,13,226,232,0.7167999744415283,0.6136000156402588,1.1681876730292875,37,32,4.0,4.5,0.5135135135135135,0.5
humaneval,30,2,78,25,61,62,0.5120639801025391,0.438400000333786,1.1680291508044418,21,22,2.0,2.0,0.8095238095238095,0.7727272727272727
humaneval,28,0,52,4,543,541,0.7178559899330139,0.6146240234375,1.1679595371462264,35,28,10.0,12.5,0.34285714285714286,0.25
gsm8k,14,3,62,59,65,64,0.5542399883270264,0.474592000246048,1.1678241269125598,20,20,2.0,2.5,0.7,0.75
humaneval,26,2,24,22,182,186,0.6857600212097168,0.5872319936752319,1.1677838206972349,35,31,4.0,4.0,0.6285714285714286,0.5161290322580645
humaneval,1,3,41,0,1086,1113,0.9486079812049866,0.8123199939727783,1.1677762313416298,53,39,8.0,5.0,0.32075471698113206,0.38461538461538464
humaneval,18,1,12,11,306,304,0.6512960195541382,0.5577600002288818,1.1676994034833494,32,26,2.0,8.0,0.53125,0.4230769230769231
humaneval,7,3,23,19,181,180,0.6622400283813477,0.567296028137207,1.1673623567503233,34,28,3.0,4.5,0.5588235294117647,0.5
humaneval,6,3,22,78,169,170,0.7423040270805359,0.6359360218048096,1.1672621169875705,44,46,3.0,2.0,0.7045454545454546,0.717391304347826
humaneval,18,1,71,16,167,164,0.5745919942855835,0.4923520088195801,1.167034934341336,29,22,4.0,5.0,0.5517241379310345,0.45454545454545453
gsm8k,27,2,7,19,1808,1779,1.0742080211639404,0.9205440282821655,1.1669273692085413,42,47,21.5,16.0,0.21428571428571427,0.2765957446808511
humaneval,27,0,23,21,200,194,0.7003200054168701,0.6003199815750122,1.1665778699877618,35,30,3.0,5.0,0.5428571428571428,0.4666666666666667
gsm8k,30,1,61,60,81,84,0.566815972328186,0.4859519898891449,1.1664032334912093,23,21,2.0,3.0,0.7391304347826086,0.6666666666666666
humaneval,5,3,13,10,303,315,0.8632000088691711,0.7400640249252319,1.1663855825938567,51,42,3.0,3.0,0.6862745098039216,0.6666666666666666
humaneval,11,2,10,11,350,346,0.7041599750518799,0.6038079857826233,1.1661985128255397,34,30,3.5,5.0,0.5588235294117647,0.5
humaneval,7,2,53,54,820,816,0.9472640156745911,0.8122879862785339,1.1661677036668296,47,46,7.0,5.0,0.3829787234042553,0.391304347826087
humaneval,27,1,81,83,48,48,0.541375994682312,0.4644159972667694,1.1657134936532674,22,22,2.0,2.0,0.9090909090909091,0.9090909090909091
humaneval,15,3,26,27,136,138,0.5765759944915771,0.4947200119495392,1.1654592103914874,18,18,4.0,5.0,0.5555555555555556,0.4444444444444444
gsm8k,11,0,60,59,44,42,0.5659840106964111,0.48576000332832336,1.1651515291880972,13,13,2.0,2.0,0.9230769230769231,0.9230769230769231
humaneval,6,3,16,75,176,177,0.722815990447998,0.6203839778900146,1.1651106672779727,40,45,3.0,3.0,0.625,0.7333333333333333
humaneval,10,2,16,19,214,212,0.6735039949417114,0.5781760215759277,1.1648770786203644,35,29,3.0,5.0,0.6,0.4827586206896552
humaneval,12,1,66,8,683,700,0.7366399765014648,0.6324800252914429,1.1646849656034999,37,30,9.0,7.5,0.32432432432432434,0.3333333333333333
gsm8k,9,0,18,6,2518,2523,1.1985599994659424,1.029088020324707,1.1646817140945456,52,51,23.0,17.0,0.19230769230769232,0.19607843137254902
gsm8k,25,2,36,37,1985,1959,0.8557440042495728,0.7347840070724487,1.164619801210776,40,41,30.0,28.0,0.325,0.2926829268292683
humaneval,12,2,9,8,219,226,0.6776319742202759,0.5821760296821594,1.163964058414138,34,29,2.5,3.0,0.5882352941176471,0.5517241379310345
humaneval,5,1,24,17,155,154,0.715936005115509,0.6151040196418762,1.163926721747549,39,33,3.0,3.0,0.7692307692307693,0.6363636363636364
humaneval,16,2,68,11,238,231,0.6951360106468201,0.5974400043487549,1.163524379999561,37,31,3.0,5.0,0.5675675675675675,0.4838709677419355
humaneval,6,3,18,80,156,159,0.7161920070648193,0.6155520081520081,1.1634955252846135,39,44,3.0,3.0,0.6410256410256411,0.7954545454545454
gsm8k,25,1,47,23,1139,1098,0.9417279958724976,0.8095359802246094,1.1632935643097801,55,43,9.0,17.0,0.34545454545454546,0.18604651162790697
humaneval,12,2,83,25,81,85,0.5025920271873474,0.43212801218032837,1.1630628263404832,16,19,2.5,2.0,0.8125,0.7894736842105263
humaneval,20,2,22,16,138,136,0.5294079780578613,0.45529600977897644,1.1627775484236345,24,24,4.0,3.5,0.5833333333333334,0.5416666666666666
gsm8k,27,1,58,57,132,131,0.49907198548316956,0.4292159974575043,1.1627525265588023,28,22,2.0,3.5,0.7142857142857143,0.6818181818181818
humaneval,31,2,4,0,993,1039,0.8218880295753479,0.7069439888000488,1.1625928540256811,45,31,12.0,6.0,0.2,0.3548387096774194
gsm8k,29,3,44,0,1585,1570,0.9858880043029785,0.8481919765472412,1.1623406393399998,56,42,19.0,18.0,0.21428571428571427,0.19047619047619047
humaneval,24,0,78,76,57,58,0.4933759868144989,0.42447999119758606,1.1623068155050995,17,16,3.0,3.0,0.7058823529411765,0.6875
humaneval,23,1,23,80,155,155,0.5867519974708557,0.504863977432251,1.1621981834693158,30,27,3.5,4.0,0.6,0.5555555555555556
humaneval,18,2,16,79,164,162,0.5990719795227051,0.5154880285263062,1.1621452805322199,31,30,3.0,4.0,0.5806451612903226,0.5333333333333333
humaneval,30,2,71,19,124,123,0.5106559991836548,0.4394240081310272,1.1621030934463363,27,23,2.0,3.0,0.7407407407407407,0.5652173913043478
humaneval,11,3,49,4,509,491,0.7433599829673767,0.6399040222167969,1.1616741841880929,40,31,4.0,8.0,0.525,0.3548387096774194
humaneval,13,1,24,22,159,162,0.616927981376648,0.5311040282249451,1.1615953722635912,30,26,3.0,3.0,0.6333333333333333,0.5384615384615384
gsm8k,24,1,30,53,509,489,0.7078080177307129,0.6093440055847168,1.1615901875517944,35,31,6.0,10.0,0.45714285714285713,0.1935483870967742
humaneval,30,2,67,11,269,271,0.6902719736099243,0.59443199634552,1.1612295062406033,36,30,3.5,3.5,0.5833333333333334,0.5333333333333333
humaneval,31,0,71,70,147,151,0.6089919805526733,0.5244479775428772,1.1612056993829938,32,30,3.0,3.5,0.65625,0.6
gsm8k,9,3,54,55,227,222,0.7200639843940735,0.6201599836349487,1.161093916723805,36,33,5.0,5.0,0.4444444444444444,0.42424242424242425
humaneval,30,2,80,73,70,72,0.4898560047149658,0.4219200015068054,1.1610163134374767,18,21,2.0,1.0,0.7222222222222222,0.8095238095238095
gsm8k,10,2,18,9,1363,1411,1.1350079774856567,0.9775999784469604,1.161014732517444,59,55,12.0,13.0,0.2033898305084746,0.2
humaneval,27,0,24,20,208,207,0.7152640223503113,0.6161919832229614,1.1607811231317202,36,32,4.0,4.0,0.5277777777777778,0.53125
humaneval,6,0,39,0,1631,1596,1.034559965133667,0.891264021396637,1.160778333127911,60,45,13.5,10.0,0.2,0.3111111111111111
humaneval,30,2,65,8,345,336,0.7975360155105591,0.6870719790458679,1.160775056811503,45,35,3.0,4.0,0.5777777777777777,0.6
gsm8k,29,0,38,36,770,750,0.7951040267944336,0.685151994228363,1.160478307721926,40,32,10.0,12.0,0.3,0.34375
humaneval,17,1,74,73,59,58,0.49641600251197815,0.4277760088443756,1.16045779157422,18,19,3.0,2.0,0.7222222222222222,0.7894736842105263
humaneval,4,0,50,1,2083,2045,0.9913920164108276,0.8545600175857544,1.1601198230776604,54,41,13.0,10.0,0.24074074074074073,0.2926829268292683
gsm8k,27,2,40,10,2018,1971,0.9678080081939697,0.8344640135765076,1.1597959797522612,49,39,13.0,24.0,0.2653061224489796,0.1794871794871795
humaneval,10,3,22,21,167,168,0.6587520241737366,0.5680000185966492,1.159774652475025,35,36,4.0,4.0,0.6285714285714286,0.6388888888888888
gsm8k,15,2,44,3,960,957,0.7491840124130249,0.646016001701355,1.159698847149243,33,27,13.0,20.0,0.36363636363636365,0.25925925925925924
gsm8k,7,2,41,18,1180,1159,0.9351680278778076,0.8064000010490417,1.1596825727446083,50,41,10.0,13.0,0.34,0.2682926829268293
humaneval,13,3,12,70,251,249,0.6641600131988525,0.572767972946167,1.1595620645173106,33,29,4.0,6.0,0.5151515151515151,0.4827586206896552
humaneval,8,2,70,25,172,166,0.6917759776115417,0.5967680215835571,1.1592041674349034,36,36,2.5,3.0,0.6944444444444444,0.6666666666666666
gsm8k,15,2,62,63,43,43,0.5441920161247253,0.46963199973106384,1.1587626406129874,7,7,6.0,6.0,0.42857142857142855,0.42857142857142855
gsm8k,25,3,40,17,2281,2284,1.0453120470046997,0.9023039937019348,1.1584920983404245,53,43,13.0,20.0,0.2830188679245283,0.16279069767441862
