dataset,wave,layer,actual_expert_critical_ms,fragment_ideal_expert_critical_ms,fragment_removable_ms,actual_expert_critical_ms_p99_winsorized,fragment_ideal_expert_critical_ms_p99_trimmed,fragment_removable_ms_p99_trimmed,compact_predicted_expert_critical_ms,compact_ideal_expert_critical_ms,post_compaction_fragment_residual_ms,compaction_expert_work_removal_ms,compact_predicted_expert_critical_ms_p99_trimmed,compact_ideal_expert_critical_ms_p99_trimmed,post_compaction_fragment_residual_ms_p99_trimmed,compaction_expert_work_removal_ms_p99_trimmed
gsm8k,2,26,1.0722559690475464,0.997376024723053,0.07487994432449341,1.066746859550476,0.9964736223220825,0.07027323722839363,0.7697509657834605,0.7667904138565064,0.0029605519269541025,0.3025050032640859,0.7682518835000999,0.7667904138565064,0.0014614696435935048,0.2984949760503762
gsm8k,2,27,1.073472023010254,1.0231711745262146,0.05030084848403926,1.073472023010254,1.0231711745262146,0.05030084848403926,0.7770243407459603,0.8301535904407501,0.0,0.29644768226429363,0.7761838822621326,0.8301535904407501,0.0,0.29728814074812127
gsm8k,2,28,1.00108802318573,1.0104127883911134,0.0,1.00108802318573,1.0104127883911134,0.0,0.83047597421832,0.8050111949443818,0.0254647792739382,0.17061204896741,0.8294050514002144,0.8050111949443818,0.024393856455832585,0.17168297178551561
gsm8k,2,29,0.9370880126953125,0.9283712208271027,0.008716791868209839,0.9370880126953125,0.9283712208271027,0.008716791868209839,0.7590595141111489,0.8134591937065124,0.0,0.17802849858416359,0.7582458778122122,0.8134591937065124,0.0,0.1788421348831003
gsm8k,2,30,1.0302079916000366,0.9263359904289246,0.10387200117111206,1.0104038381576539,0.9261919915676117,0.08421184659004222,0.8178597576476178,0.845436817407608,0.0,0.21234823395241886,0.8184803295032392,0.845436817407608,0.0,0.19192350865441465
gsm8k,2,31,1.0285439491271973,0.9988672018051148,0.029676747322082475,1.0285439491271973,0.9942591965198517,0.03428475260734554,0.8311323534610466,0.8609567999839782,0.0,0.19741159566615063,0.8246770488968644,0.8609567999839782,0.0,0.20386690023033283
gsm8k,3,1,1.1326080560684204,1.0727968335151672,0.05981122255325322,1.1326080560684204,1.0700928092002868,0.06251524686813359,0.733268381526249,0.9086495935916901,0.0,0.39933967454217145,0.7311408397878766,0.9086495935916901,0.0,0.4014672162805438
gsm8k,3,2,1.1588799953460693,1.1284383893013001,0.0304416060447692,1.1588799953460693,1.1284383893013001,0.0304416060447692,0.6695795364555672,1.000387179851532,0.0,0.4893004588905021,0.6652422794074719,1.000387179851532,0.0,0.4936377159385974
gsm8k,3,3,1.0833280086517334,1.0751328468322754,0.008195161819458008,1.0833280086517334,1.0751328468322754,0.008195161819458008,0.7557846608842209,0.9620927810668946,0.0,0.3275433477675125,0.7599848434207656,0.9620927810668946,0.0,0.32334316523096784
gsm8k,3,4,1.084704041481018,1.0195072174072266,0.06519682407379146,1.084704041481018,1.0189696311950684,0.06573441028594962,0.8073686259393796,0.7870784103870392,0.02029021555234045,0.27733541554163843,0.8026089623834282,0.7870784103870392,0.015530551996388975,0.2820950790975899
