modality,request_id,pair_id,token_bucket,layer,predicted_rank,actual_rank,correct,imbalance_cv
text,text_09_grass,9,medium,17,2,2,1,0.178745937374399
text,text_09_grass,9,medium,18,2,1,0,0.28355154368970453
text,text_09_grass,9,medium,19,3,3,1,0.22461503774681738
text,text_09_grass,9,medium,20,1,1,1,0.31697336820156363
text,text_09_grass,9,medium,21,0,3,0,0.1283430313211301
text,text_09_grass,9,medium,22,3,3,1,0.20805940842482035
text,text_09_grass,9,medium,23,1,1,1,0.07293178285500694
text,text_09_grass,9,medium,24,3,0,0,0.28788774654661026
text,text_09_grass,9,medium,25,3,3,1,0.21901117082904145
text,text_09_grass,9,medium,26,0,0,1,0.22225267544654656
text,text_09_grass,9,medium,27,1,1,1,0.3442238740418604
text,text_09_grass,9,medium,28,2,2,1,0.44249053440007496
text,text_09_grass,9,medium,29,2,2,1,0.12719549459226082
text,text_09_grass,9,medium,30,1,1,1,0.4017634530411639
text,text_09_grass,9,medium,31,3,0,0,0.25015471759821867
text,text_09_grass,9,medium,32,1,1,1,0.33508923369248356
text,text_09_grass,9,medium,33,2,1,0,0.10556866574443836
text,text_09_grass,9,medium,34,3,3,1,0.09371517129897174
text,text_09_grass,9,medium,35,0,0,1,0.1596580345796563
text,text_09_grass,9,medium,36,3,3,1,0.30664942925141264
text,text_09_grass,9,medium,37,0,0,1,0.1693771868259278
text,text_09_grass,9,medium,38,3,0,0,0.10939581281228707
text,text_09_grass,9,medium,39,3,1,0,0.27315127698320685
text,text_09_grass,9,medium,40,2,2,1,0.2987378254247033
text,text_09_grass,9,medium,41,2,2,1,0.18648052791897626
text,text_09_grass,9,medium,42,1,1,1,0.06503207052220875
text,text_09_grass,9,medium,43,0,2,0,0.23494151043636757
text,text_09_grass,9,medium,44,0,2,0,0.22298812278330613
text,text_09_grass,9,medium,45,2,2,1,0.31330821537492987
text,text_09_grass,9,medium,46,0,0,1,0.41622646576092204
text,text_09_grass,9,medium,47,3,3,1,0.3441292069130149
text,text_10_brick,10,medium,0,0,0,1,0.17220065238608467
text,text_10_brick,10,medium,1,1,2,0,0.13821930344512873
text,text_10_brick,10,medium,2,1,2,0,0.10905276149453585
text,text_10_brick,10,medium,3,0,2,0,0.15214475828406043
text,text_10_brick,10,medium,4,0,2,0,0.2869099363513035
text,text_10_brick,10,medium,5,0,1,0,0.2638931140620447
text,text_10_brick,10,medium,6,2,2,1,0.2573959118744888
text,text_10_brick,10,medium,7,3,3,1,0.3371950345714627
text,text_10_brick,10,medium,8,1,1,1,0.40334984149216657
text,text_10_brick,10,medium,9,3,1,0,0.28548116966631004
text,text_10_brick,10,medium,10,1,1,1,0.12460758302170237
text,text_10_brick,10,medium,11,0,1,0,0.23715347982532745
text,text_10_brick,10,medium,12,3,3,1,0.25940392956903946
text,text_10_brick,10,medium,13,0,1,0,0.29839406905733196
text,text_10_brick,10,medium,14,0,0,1,0.138490125699031
text,text_10_brick,10,medium,15,2,2,1,0.49627993531099673
text,text_10_brick,10,medium,16,2,2,1,0.28572074389976826
text,text_10_brick,10,medium,17,3,3,1,0.4496342428159636
text,text_10_brick,10,medium,18,2,0,0,0.2631543621161786
text,text_10_brick,10,medium,19,0,3,0,0.21937535356537233
text,text_10_brick,10,medium,20,0,1,0,0.27439494929759306
text,text_10_brick,10,medium,21,3,1,0,0.3624542443937179
text,text_10_brick,10,medium,22,1,3,0,0.17631415626070376
text,text_10_brick,10,medium,23,0,0,1,0.21626025274590663
text,text_10_brick,10,medium,24,3,0,0,0.3422065629879274
text,text_10_brick,10,medium,25,1,1,1,0.2997667293282339
text,text_10_brick,10,medium,26,2,2,1,0.19942785265556706
text,text_10_brick,10,medium,27,2,1,0,0.3909828127341538
text,text_10_brick,10,medium,28,2,2,1,0.3464646160768479
text,text_10_brick,10,medium,29,3,0,0,0.354946814056078
text,text_10_brick,10,medium,30,2,1,0,0.3746433267536137
text,text_10_brick,10,medium,31,3,3,1,0.18966386931391083
text,text_10_brick,10,medium,32,0,1,0,0.2767183926895995
text,text_10_brick,10,medium,33,1,1,1,0.3097732731692369
text,text_10_brick,10,medium,34,3,3,1,0.03474436201249126
text,text_10_brick,10,medium,35,0,0,1,0.35898120803460254
text,text_10_brick,10,medium,36,0,3,0,0.42153328772332826
text,text_10_brick,10,medium,37,0,0,1,0.3784355328728532
text,text_10_brick,10,medium,38,2,2,1,0.2892567597837297
text,text_10_brick,10,medium,39,2,2,1,0.37996925830361117
text,text_10_brick,10,medium,40,2,2,1,0.30173033811647
text,text_10_brick,10,medium,41,3,3,1,0.4429394720878691
text,text_10_brick,10,medium,42,0,0,1,0.31698107747904997
text,text_10_brick,10,medium,43,3,3,1,0.22049754229063898
text,text_10_brick,10,medium,44,3,3,1,0.4820829599168083
text,text_10_brick,10,medium,45,2,2,1,0.2377161060455651
text,text_10_brick,10,medium,46,2,1,0,0.18708234686033468
text,text_10_brick,10,medium,47,3,3,1,0.36598780507874246
text,text_11_logo,11,medium,0,0,2,0,0.15647429495591403
text,text_11_logo,11,medium,1,1,1,1,0.10991961451753157
text,text_11_logo,11,medium,2,1,1,1,0.13240441243037368
text,text_11_logo,11,medium,3,0,1,0,0.13800446815898534
text,text_11_logo,11,medium,4,3,2,0,0.1458235259242893
text,text_11_logo,11,medium,5,0,2,0,0.26549016398121267
text,text_11_logo,11,medium,6,2,2,1,0.28231637333667725
text,text_11_logo,11,medium,7,0,0,1,0.30938512938438834
text,text_11_logo,11,medium,8,1,1,1,0.27233952795907374
text,text_11_logo,11,medium,9,3,3,1,0.22582422982867348
text,text_11_logo,11,medium,10,1,1,1,0.1796276529486264
text,text_11_logo,11,medium,11,0,2,0,0.2654175711398854
text,text_11_logo,11,medium,12,3,3,1,0.24671047870411045
text,text_11_logo,11,medium,13,3,3,1,0.2230768915565023
text,text_11_logo,11,medium,14,0,0,1,0.2724515375539565
text,text_11_logo,11,medium,15,2,2,1,0.4809098963826181
text,text_11_logo,11,medium,16,2,2,1,0.3340720030713197
text,text_11_logo,11,medium,17,3,2,0,0.3022410864461461
text,text_11_logo,11,medium,18,2,3,0,0.2628825185532743
text,text_11_logo,11,medium,19,0,0,1,0.22440467784015491
text,text_11_logo,11,medium,20,1,1,1,0.17341430051565743
text,text_11_logo,11,medium,21,3,3,1,0.1981441950469566
text,text_11_logo,11,medium,22,0,0,1,0.187007833952992
text,text_11_logo,11,medium,23,1,1,1,0.09681566879717263
text,text_11_logo,11,medium,24,3,0,0,0.27342232298026087
text,text_11_logo,11,medium,25,1,1,1,0.26384286495224835
text,text_11_logo,11,medium,26,0,2,0,0.2783177778138829
text,text_11_logo,11,medium,27,2,2,1,0.35215623769863086
text,text_11_logo,11,medium,28,2,2,1,0.36921912260738315
text,text_11_logo,11,medium,29,3,2,0,0.22258684965870315
text,text_11_logo,11,medium,30,2,1,0,0.4015516819687934
text,text_11_logo,11,medium,31,0,0,1,0.18990497488853908
text,text_11_logo,11,medium,32,0,0,1,0.21615236118202047
text,text_11_logo,11,medium,33,2,1,0,0.09018629132678231
text,text_11_logo,11,medium,34,0,2,0,0.10672490653859672
text,text_11_logo,11,medium,35,0,2,0,0.3019141538892298
text,text_11_logo,11,medium,36,0,3,0,0.33657898796734326
text,text_11_logo,11,medium,37,1,1,1,0.3076492558817525
text,text_11_logo,11,medium,38,0,0,1,0.27295207032997876
text,text_11_logo,11,medium,39,2,1,0,0.2993072984058306
text,text_11_logo,11,medium,40,2,2,1,0.3040025596942634
text,text_11_logo,11,medium,41,3,3,1,0.26904709405394883
text,text_11_logo,11,medium,42,0,0,1,0.2312973792891123
text,text_11_logo,11,medium,43,3,2,0,0.15871095633977492
text,text_11_logo,11,medium,44,3,3,1,0.41135376401409235
text,text_11_logo,11,medium,45,2,2,1,0.23755154601727524
text,text_11_logo,11,medium,46,2,3,0,0.20360426348999622
text,text_11_logo,11,medium,47,3,3,1,0.32770962330172426
text,text_12_cell,12,medium,0,0,2,0,0.08194121490320018
text,text_12_cell,12,medium,1,3,3,1,0.06012337659980694
text,text_12_cell,12,medium,2,1,1,1,0.14963176715804818
text,text_12_cell,12,medium,3,0,0,1,0.12977464623625262
text,text_12_cell,12,medium,4,2,2,1,0.19399175248858824
text,text_12_cell,12,medium,5,0,2,0,0.2370420563527531
text,text_12_cell,12,medium,6,2,2,1,0.21516980728568338
text,text_12_cell,12,medium,7,3,2,0,0.2249707980390468
text,text_12_cell,12,medium,8,1,1,1,0.30177434328020447
text,text_12_cell,12,medium,9,3,1,0,0.25736777619512113
text,text_12_cell,12,medium,10,1,1,1,0.10690171439415928
text,text_12_cell,12,medium,11,2,1,0,0.22663868461153724
text,text_12_cell,12,medium,12,3,3,1,0.20952564667037024
text,text_12_cell,12,medium,13,3,3,1,0.21515557654553527
text,text_12_cell,12,medium,14,0,0,1,0.2912952499622019
text,text_12_cell,12,medium,15,2,2,1,0.41017769905246876
text,text_12_cell,12,medium,16,2,2,1,0.2777888004867672
text,text_12_cell,12,medium,17,3,3,1,0.26496825444369326
text,text_12_cell,12,medium,18,1,1,1,0.1969012092999683
text,text_12_cell,12,medium,19,0,3,0,0.17916323646474883
text,text_12_cell,12,medium,20,1,1,1,0.2245893857827329
text,text_12_cell,12,medium,21,3,3,1,0.252735516804834
text,text_12_cell,12,medium,22,1,1,1,0.11996997188754742
text,text_12_cell,12,medium,23,0,2,0,0.09225657093303707
text,text_12_cell,12,medium,24,0,3,0,0.2205685351767167
text,text_12_cell,12,medium,25,1,3,0,0.2422170415352737
text,text_12_cell,12,medium,26,0,0,1,0.2736545199376377
text,text_12_cell,12,medium,27,1,1,1,0.3421646016122297
text,text_12_cell,12,medium,28,2,2,1,0.3633896658062081
text,text_12_cell,12,medium,29,3,2,0,0.24096230864426246
text,text_12_cell,12,medium,30,2,2,1,0.37150124969162324
text,text_12_cell,12,medium,31,0,0,1,0.20503712209834
text,text_12_cell,12,medium,32,1,1,1,0.20899261602327526
text,text_12_cell,12,medium,33,0,0,1,0.14820718778232064
text,text_12_cell,12,medium,34,0,0,1,0.11133528029159548
text,text_12_cell,12,medium,35,0,0,1,0.30670863992446773
text,text_12_cell,12,medium,36,0,0,1,0.25686591004257553
text,text_12_cell,12,medium,37,1,1,1,0.2881382334147754
text,text_12_cell,12,medium,38,2,2,1,0.203435111181038
text,text_12_cell,12,medium,39,2,2,1,0.254173128894191
text,text_12_cell,12,medium,40,2,2,1,0.2677632273792724
text,text_12_cell,12,medium,41,2,2,1,0.2392023057253084
text,text_12_cell,12,medium,42,0,0,1,0.2409913516200686
text,text_12_cell,12,medium,43,3,3,1,0.1068321315727846
text,text_12_cell,12,medium,44,3,3,1,0.22970977315513155
text,text_12_cell,12,medium,45,2,2,1,0.25896383394935435
text,text_12_cell,12,medium,46,0,2,0,0.2543245268914975
text,text_12_cell,12,medium,47,3,3,1,0.3778429371132882
text,text_13_motorcycle,13,medium,0,1,1,1,0.11279638512745538
text,text_13_motorcycle,13,medium,1,3,3,1,0.12884987012712928
text,text_13_motorcycle,13,medium,2,2,2,1,0.26841425521573625
text,text_13_motorcycle,13,medium,3,0,0,1,0.07240043500302956
text,text_13_motorcycle,13,medium,4,2,2,1,0.24929655789926783
text,text_13_motorcycle,13,medium,5,0,2,0,0.307390609174331
text,text_13_motorcycle,13,medium,6,2,2,1,0.17637935133278956
text,text_13_motorcycle,13,medium,7,3,3,1,0.3692825470903049
text,text_13_motorcycle,13,medium,8,1,1,1,0.3069702859505853
text,text_13_motorcycle,13,medium,9,1,1,1,0.17614145750314955
text,text_13_motorcycle,13,medium,10,1,1,1,0.29306883376118037
text,text_13_motorcycle,13,medium,11,1,1,1,0.2210661978754982
text,text_13_motorcycle,13,medium,12,3,1,0,0.37568687757483915
text,text_13_motorcycle,13,medium,13,1,3,0,0.12271397790842695
text,text_13_motorcycle,13,medium,14,0,0,1,0.33246798323874643
text,text_13_motorcycle,13,medium,15,1,1,1,0.41329330683775156
text,text_13_motorcycle,13,medium,16,2,2,1,0.2088006679570576
text,text_13_motorcycle,13,medium,17,0,0,1,0.20594581744124646
text,text_13_motorcycle,13,medium,18,1,3,0,0.15186241945093654
text,text_13_motorcycle,13,medium,19,3,3,1,0.31978112906636846
text,text_13_motorcycle,13,medium,20,1,1,1,0.3386467010132115
text,text_13_motorcycle,13,medium,21,1,1,1,0.19997699875706795
text,text_13_motorcycle,13,medium,22,1,1,1,0.2545013374381068
text,text_13_motorcycle,13,medium,23,0,0,1,0.09471430322171628
text,text_13_motorcycle,13,medium,24,0,0,1,0.3670724293686373
text,text_13_motorcycle,13,medium,25,1,1,1,0.14065590303564765
text,text_13_motorcycle,13,medium,26,3,3,1,0.25816169071015194
text,text_13_motorcycle,13,medium,27,1,1,1,0.3749900360032399
text,text_13_motorcycle,13,medium,28,2,2,1,0.26319121476159923
text,text_13_motorcycle,13,medium,29,0,1,0,0.1758465888134362
text,text_13_motorcycle,13,medium,30,2,1,0,0.33975925422909026
text,text_13_motorcycle,13,medium,31,3,1,0,0.3368224906556859
text,text_13_motorcycle,13,medium,32,1,1,1,0.3331665352594911
text,text_13_motorcycle,13,medium,33,1,1,1,0.1895600597726923
text,text_13_motorcycle,13,medium,34,0,1,0,0.20316121158702075
text,text_13_motorcycle,13,medium,35,0,0,1,0.15888971453781114
text,text_13_motorcycle,13,medium,36,3,3,1,0.3677029889686829
text,text_13_motorcycle,13,medium,37,1,3,0,0.27853092902748217
text,text_13_motorcycle,13,medium,38,3,3,1,0.2832297162462803
text,text_13_motorcycle,13,medium,39,1,1,1,0.2882006312219875
text,text_13_motorcycle,13,medium,40,1,1,1,0.1859179277911709
text,text_13_motorcycle,13,medium,41,2,2,1,0.2629308129382904
text,text_13_motorcycle,13,medium,42,1,1,1,0.3648204752599295
text,text_13_motorcycle,13,medium,43,2,2,1,0.3720802924392548
text,text_13_motorcycle,13,medium,44,1,1,1,0.16610469832171768
text,text_13_motorcycle,13,medium,45,0,0,1,0.30748648665078787
text,text_13_motorcycle,13,medium,46,0,0,1,0.5937107550617123
text,text_13_motorcycle,13,medium,47,0,0,1,0.3210276316796401
text,text_14_coffee_rocket,14,medium,0,0,2,0,0.13793874926278926
text,text_14_coffee_rocket,14,medium,1,1,1,1,0.14765065834265417
text,text_14_coffee_rocket,14,medium,2,1,1,1,0.18454022117858013
text,text_14_coffee_rocket,14,medium,3,0,1,0,0.11347551797879639
text,text_14_coffee_rocket,14,medium,4,0,0,1,0.2242615768498903
text,text_14_coffee_rocket,14,medium,5,0,2,0,0.2577168277774795
text,text_14_coffee_rocket,14,medium,6,2,1,0,0.23683204663990634
text,text_14_coffee_rocket,14,medium,7,3,3,1,0.21686051940972978
text,text_14_coffee_rocket,14,medium,8,1,3,0,0.23661769333132873
text,text_14_coffee_rocket,14,medium,9,3,3,1,0.2445528287862946
text,text_14_coffee_rocket,14,medium,10,0,3,0,0.1349034411094955
text,text_14_coffee_rocket,14,medium,11,2,2,1,0.18955637132246114
text,text_14_coffee_rocket,14,medium,12,0,1,0,0.1976964646673207
text,text_14_coffee_rocket,14,medium,13,0,3,0,0.17343150958467113
text,text_14_coffee_rocket,14,medium,14,0,0,1,0.158526309484898
text,text_14_coffee_rocket,14,medium,15,2,2,1,0.4770372311433417
text,text_14_coffee_rocket,14,medium,16,2,2,1,0.2748875204242631
text,text_14_coffee_rocket,14,medium,17,3,3,1,0.30794492815394764
text,text_14_coffee_rocket,14,medium,18,2,2,1,0.2229127322636503
text,text_14_coffee_rocket,14,medium,19,0,3,0,0.1369565944864551
text,text_14_coffee_rocket,14,medium,20,1,1,1,0.18556590881778437
text,text_14_coffee_rocket,14,medium,21,3,3,1,0.35942026471689026
text,text_14_coffee_rocket,14,medium,22,1,1,1,0.12887095130604523
text,text_14_coffee_rocket,14,medium,23,1,1,1,0.07359071117449123
text,text_14_coffee_rocket,14,medium,24,3,3,1,0.22400314322516598
text,text_14_coffee_rocket,14,medium,25,3,3,1,0.2314219306864465
text,text_14_coffee_rocket,14,medium,26,0,0,1,0.2588585100357966
text,text_14_coffee_rocket,14,medium,27,2,2,1,0.3889817086425926
text,text_14_coffee_rocket,14,medium,28,2,2,1,0.3408312967776806
text,text_14_coffee_rocket,14,medium,29,3,3,1,0.237159268898785
text,text_14_coffee_rocket,14,medium,30,2,2,1,0.3182123357338053
text,text_14_coffee_rocket,14,medium,31,0,0,1,0.12112143428954135
text,text_14_coffee_rocket,14,medium,32,1,1,1,0.16502443565968164
text,text_14_coffee_rocket,14,medium,33,3,3,1,0.23913421898408602
text,text_14_coffee_rocket,14,medium,34,2,2,1,0.12340604077505457
text,text_14_coffee_rocket,14,medium,35,0,0,1,0.2645798715239667
text,text_14_coffee_rocket,14,medium,36,0,0,1,0.3033512710293706
text,text_14_coffee_rocket,14,medium,37,0,1,0,0.2766875198205549
text,text_14_coffee_rocket,14,medium,38,2,2,1,0.2682365353249314
text,text_14_coffee_rocket,14,medium,39,2,2,1,0.3295539113133562
text,text_14_coffee_rocket,14,medium,40,2,2,1,0.30706069364839383
text,text_14_coffee_rocket,14,medium,41,2,2,1,0.21996621473939673
text,text_14_coffee_rocket,14,medium,42,0,0,1,0.2598423137994275
text,text_14_coffee_rocket,14,medium,43,3,3,1,0.15808784352149746
text,text_14_coffee_rocket,14,medium,44,3,3,1,0.36530954397222043
text,text_14_coffee_rocket,14,medium,45,2,2,1,0.2548411854063187
text,text_14_coffee_rocket,14,medium,46,2,2,1,0.23490907138793898
text,text_14_coffee_rocket,14,medium,47,3,3,1,0.3888432344425365
text,text_15_bit_allocate,15,medium,0,0,0,1,0.1743546749703231
text,text_15_bit_allocate,15,medium,1,1,1,1,0.21325865619883114
text,text_15_bit_allocate,15,medium,2,1,1,1,0.18284825238736038
text,text_15_bit_allocate,15,medium,3,0,0,1,0.11977680630162822
text,text_15_bit_allocate,15,medium,4,0,0,1,0.31162556367625016
text,text_15_bit_allocate,15,medium,5,0,0,1,0.2896632295401833
text,text_15_bit_allocate,15,medium,6,2,2,1,0.14531793290199466
text,text_15_bit_allocate,15,medium,7,3,3,1,0.2622839678921599
text,text_15_bit_allocate,15,medium,8,1,1,1,0.314787385196249
text,text_15_bit_allocate,15,medium,9,3,1,0,0.27952358216019757
text,text_15_bit_allocate,15,medium,10,1,1,1,0.1069591603978898
text,text_15_bit_allocate,15,medium,11,2,2,1,0.1429205472036207
text,text_15_bit_allocate,15,medium,12,0,0,1,0.2531948089062695
text,text_15_bit_allocate,15,medium,13,0,0,1,0.20482927220052854
text,text_15_bit_allocate,15,medium,14,0,3,0,0.10954180473344204
text,text_15_bit_allocate,15,medium,15,2,2,1,0.4783959751946803
text,text_15_bit_allocate,15,medium,16,2,2,1,0.21027478882895162
text,text_15_bit_allocate,15,medium,17,3,3,1,0.37563906661487784
text,text_15_bit_allocate,15,medium,18,2,1,0,0.09275327650345881
text,text_15_bit_allocate,15,medium,19,3,0,0,0.13194636307481908
text,text_15_bit_allocate,15,medium,20,1,1,1,0.24119427348420314
text,text_15_bit_allocate,15,medium,21,3,3,1,0.2925168696571677
text,text_15_bit_allocate,15,medium,22,1,3,0,0.16530973701572932
text,text_15_bit_allocate,15,medium,23,0,0,1,0.17016427770168463
text,text_15_bit_allocate,15,medium,24,0,3,0,0.2375577098849797
text,text_15_bit_allocate,15,medium,25,3,3,1,0.19827394446265098
text,text_15_bit_allocate,15,medium,26,0,0,1,0.1952381086519975
text,text_15_bit_allocate,15,medium,27,2,2,1,0.3952782985050804
text,text_15_bit_allocate,15,medium,28,2,2,1,0.2904222895845317
text,text_15_bit_allocate,15,medium,29,3,3,1,0.3200353839537026
text,text_15_bit_allocate,15,medium,30,2,2,1,0.2792786455161314
text,text_15_bit_allocate,15,medium,31,3,0,0,0.16002831843762894
text,text_15_bit_allocate,15,medium,32,1,1,1,0.26100322447285484
text,text_15_bit_allocate,15,medium,33,3,3,1,0.2809867422519494
text,text_15_bit_allocate,15,medium,34,0,1,0,0.04601605246535983
text,text_15_bit_allocate,15,medium,35,0,0,1,0.32506079722013254
text,text_15_bit_allocate,15,medium,36,0,0,1,0.3822649125710386
text,text_15_bit_allocate,15,medium,37,0,1,0,0.30796020191606516
text,text_15_bit_allocate,15,medium,38,2,2,1,0.26438935380722967
text,text_15_bit_allocate,15,medium,39,2,2,1,0.38031497731002484
text,text_15_bit_allocate,15,medium,40,2,2,1,0.2503276652286186
text,text_15_bit_allocate,15,medium,41,2,2,1,0.3273341053094217
text,text_15_bit_allocate,15,medium,42,0,0,1,0.303956718722575
text,text_15_bit_allocate,15,medium,43,3,3,1,0.15859846582500062
text,text_15_bit_allocate,15,medium,44,3,3,1,0.4454686680526073
text,text_15_bit_allocate,15,medium,45,2,3,0,0.29422124162494295
text,text_15_bit_allocate,15,medium,46,2,2,1,0.23748173349510357
text,text_15_bit_allocate,15,medium,47,3,3,1,0.434156138159982
text,text_16_model_card,16,large,0,2,2,1,0.10499162582997143
text,text_16_model_card,16,large,1,2,2,1,0.20811158349991601
text,text_16_model_card,16,large,2,2,2,1,0.15877602960607867
text,text_16_model_card,16,large,3,2,2,1,0.1864092859236762
text,text_16_model_card,16,large,4,2,2,1,0.16004630143308093
text,text_16_model_card,16,large,5,2,2,1,0.08446405165375033
text,text_16_model_card,16,large,6,2,1,0,0.1351824999424279
text,text_16_model_card,16,large,7,3,3,1,0.13601904293222944
text,text_16_model_card,16,large,8,1,1,1,0.2858813539335987
text,text_16_model_card,16,large,9,1,1,1,0.26732899774650437
text,text_16_model_card,16,large,10,1,1,1,0.17147112996220618
text,text_16_model_card,16,large,11,1,1,1,0.14104161399899828
text,text_16_model_card,16,large,12,3,3,1,0.1626745108745877
text,text_16_model_card,16,large,13,3,3,1,0.11806835549099469
text,text_16_model_card,16,large,14,0,3,0,0.21218557416839492
text,text_16_model_card,16,large,15,2,2,1,0.4390061498201183
text,text_16_model_card,16,large,16,2,2,1,0.2514844625901892
text,text_16_model_card,16,large,17,0,0,1,0.2140404497022366
text,text_16_model_card,16,large,18,2,2,1,0.14633735071535237
text,text_16_model_card,16,large,19,3,3,1,0.05791486708748426
text,text_16_model_card,16,large,20,1,1,1,0.2880384597005192
text,text_16_model_card,16,large,21,3,1,0,0.24506863015764602
text,text_16_model_card,16,large,22,3,1,0,0.26218209885278765
text,text_16_model_card,16,large,23,1,1,1,0.10262680865037656
text,text_16_model_card,16,large,24,3,3,1,0.18328274871648087
text,text_16_model_card,16,large,25,3,3,1,0.18879265106010726
text,text_16_model_card,16,large,26,0,3,0,0.13724052514743434
text,text_16_model_card,16,large,27,2,2,1,0.32811590962613973
text,text_16_model_card,16,large,28,2,2,1,0.37179806550147043
text,text_16_model_card,16,large,29,0,0,1,0.20964660494780363
text,text_16_model_card,16,large,30,2,2,1,0.24926744768395276
text,text_16_model_card,16,large,31,3,3,1,0.10354844923703846
text,text_16_model_card,16,large,32,1,1,1,0.3030813396414335
text,text_16_model_card,16,large,33,1,1,1,0.238220149310602
text,text_16_model_card,16,large,34,3,1,0,0.11421862086638654
text,text_16_model_card,16,large,35,0,0,1,0.202473347438535
text,text_16_model_card,16,large,36,3,3,1,0.1992073146663796
text,text_16_model_card,16,large,37,1,1,1,0.10773634275526313
text,text_16_model_card,16,large,38,3,3,1,0.061057585581563205
text,text_16_model_card,16,large,39,3,3,1,0.22579754485431436
text,text_16_model_card,16,large,40,2,2,1,0.30944807720918943
text,text_16_model_card,16,large,41,0,2,0,0.23691209648797704
text,text_16_model_card,16,large,42,3,0,0,0.14514614287206423
text,text_16_model_card,16,large,43,0,0,1,0.34072715759566086
text,text_16_model_card,16,large,44,0,2,0,0.03288439779359504
text,text_16_model_card,16,large,45,2,2,1,0.22532186667228096
text,text_16_model_card,16,large,46,0,0,1,0.3296304186627996
text,text_16_model_card,16,large,47,3,3,1,0.2968160228167777
text,text_17_deep_field,17,large,0,2,3,0,0.06813784711722894
text,text_17_deep_field,17,large,1,2,2,1,0.19185509134533207
text,text_17_deep_field,17,large,2,2,2,1,0.20896427453503436
text,text_17_deep_field,17,large,3,2,2,1,0.20441270874558093
text,text_17_deep_field,17,large,4,2,2,1,0.19263195316785856
text,text_17_deep_field,17,large,5,2,2,1,0.09792860857086247
text,text_17_deep_field,17,large,6,2,2,1,0.09889535416464398
text,text_17_deep_field,17,large,7,3,3,1,0.11720639550862098
text,text_17_deep_field,17,large,8,1,1,1,0.3487746298855816
text,text_17_deep_field,17,large,9,1,1,1,0.2408900684771344
text,text_17_deep_field,17,large,10,1,3,0,0.217090666425154
text,text_17_deep_field,17,large,11,1,1,1,0.1362263534908603
text,text_17_deep_field,17,large,12,3,3,1,0.1751569933887901
text,text_17_deep_field,17,large,13,3,3,1,0.17585375581215326
text,text_17_deep_field,17,large,14,0,3,0,0.21994171853901856
text,text_17_deep_field,17,large,15,2,2,1,0.4222346744854471
text,text_17_deep_field,17,large,16,2,2,1,0.2061455145564042
text,text_17_deep_field,17,large,17,0,0,1,0.2197121606866337
text,text_17_deep_field,17,large,18,2,2,1,0.10337675234956563
text,text_17_deep_field,17,large,19,3,3,1,0.07418750454950647
text,text_17_deep_field,17,large,20,1,1,1,0.3333814384896396
text,text_17_deep_field,17,large,21,1,1,1,0.22523933982603822
text,text_17_deep_field,17,large,22,3,3,1,0.31360003793139046
text,text_17_deep_field,17,large,23,1,1,1,0.09872827926100967
text,text_17_deep_field,17,large,24,3,3,1,0.18897792648641185
text,text_17_deep_field,17,large,25,3,3,1,0.17640117648759063
text,text_17_deep_field,17,large,26,0,3,0,0.1706337440884866
text,text_17_deep_field,17,large,27,2,2,1,0.31658219119654946
text,text_17_deep_field,17,large,28,2,2,1,0.32563658762522435
text,text_17_deep_field,17,large,29,0,2,0,0.19156389991594946
text,text_17_deep_field,17,large,30,2,2,1,0.2069818114527751
text,text_17_deep_field,17,large,31,3,3,1,0.13283075441534753
text,text_17_deep_field,17,large,32,1,1,1,0.3491538294717045
text,text_17_deep_field,17,large,33,1,1,1,0.26434781445854527
text,text_17_deep_field,17,large,34,3,1,0,0.13244130994375655
text,text_17_deep_field,17,large,35,0,0,1,0.16477240382071004
text,text_17_deep_field,17,large,36,3,0,0,0.21400333579535044
text,text_17_deep_field,17,large,37,1,1,1,0.11434643853718372
text,text_17_deep_field,17,large,38,3,3,1,0.08148626733334262
text,text_17_deep_field,17,large,39,3,3,1,0.22453702844277562
text,text_17_deep_field,17,large,40,2,2,1,0.2444466179531385
text,text_17_deep_field,17,large,41,2,2,1,0.22553685807580037
text,text_17_deep_field,17,large,42,3,3,1,0.12291360481420667
text,text_17_deep_field,17,large,43,0,2,0,0.38067000585702165
text,text_17_deep_field,17,large,44,0,2,0,0.08092142069241655
text,text_17_deep_field,17,large,45,2,2,1,0.2023272115816259
text,text_17_deep_field,17,large,46,0,0,1,0.36046591082231905
text,text_17_deep_field,17,large,47,3,3,1,0.3128219038786292
text,text_18_tui_main,18,large,0,3,3,1,0.09080475780276284
text,text_18_tui_main,18,large,1,2,3,0,0.14436033840033308
text,text_18_tui_main,18,large,2,0,1,0,0.15265178225597817
text,text_18_tui_main,18,large,3,2,2,1,0.17997608344679417
text,text_18_tui_main,18,large,4,2,2,1,0.18411440119765046
text,text_18_tui_main,18,large,5,2,2,1,0.10769286149336132
text,text_18_tui_main,18,large,6,1,2,0,0.08299054378812253
text,text_18_tui_main,18,large,7,0,0,1,0.20517444778273927
text,text_18_tui_main,18,large,8,1,1,1,0.22661794449421138
text,text_18_tui_main,18,large,9,2,2,1,0.14740685900874517
text,text_18_tui_main,18,large,10,1,1,1,0.16216314062215753
text,text_18_tui_main,18,large,11,1,2,0,0.25752018516521674
text,text_18_tui_main,18,large,12,3,3,1,0.16075067746381203
text,text_18_tui_main,18,large,13,3,3,1,0.08896245736453207
text,text_18_tui_main,18,large,14,0,0,1,0.31855423707043123
