rank,case,rep,policy,stage,cpu_nvtx_union_ms,gpu_activity_union_ms,gpu_kernel_sum_ms,memcpy_sum_ms,activity_count
1,0,2,libra,ncclAllReduce,1.994993,28.177486,28.177486,0.0,48
1,0,2,libra,ncclReduceScatter,0.157346,0.0,0.0,0.0,0
2,0,2,libra,Attention,28.104633,16.339022,16.339022,0.0,517
2,0,2,libra,Attention_first,0.553588,0.347714,0.347714,0.0,11
2,0,2,libra,Combine,13.320962,0.519556,0.519556,0.0,47
2,0,2,libra,Combine_first,0.192151,0.0,0.0,0.0,0
2,0,2,libra,Copy Buffer,6.113341,10.162094,0.0,10.162094,184
2,0,2,libra,Copy Buffer_first,0.08818,0.204961,0.0,0.204961,4
2,0,2,libra,Dispatch,40.268075,5.712183,4.10859,1.608073,748
2,0,2,libra,Dispatch_first,0.490263,0.067457,0.044096,0.023361,5
2,0,2,libra,MoE Local,27.50364,21.511844,21.511844,0.0,423
2,0,2,libra,MoE Remote,33.409138,39.272181,39.192884,0.07929699999999999,564
2,0,2,libra,MoE_first,1.193062,1.206118,1.206118,0.0,13
2,0,2,libra,Postprocess,7.73332,0.482497,0.482497,0.0,94
2,0,2,libra,Postprocess_first,0.180517,0.010368,0.010367999999999999,0.0,2
2,0,2,libra,Prefetch,30.952075,8.175785,0.0,8.175785,502
2,0,2,libra,Prefetch_first,0.934113,0.28253,0.130337,0.152193,13
2,0,2,libra,RMSNorm,12.381019,0.828357,0.741381,0.086976,235
2,0,2,libra,RMSNorm_first,0.060435,0.005984,0.005984,0.0,1
2,0,2,libra,UNATTRIBUTED,0.0,0.318561,0.300353,0.018208,47
2,0,2,libra,cub::DeviceScan::InclusiveScan,0.09981,0.013536,0.013536,0.0,8
2,0,2,libra,forward_mid,260.812268,30.816145,27.437696,3.378449,793
2,0,2,libra,forward_mid_first,3.79407,0.0,0.0,0.0,0
2,0,2,libra,ncclAllGather,1.828098,29.119598,29.119598,0.0,49
2,0,2,libra,ncclAllReduce,1.982786,29.715118,29.715118,0.0,48
2,0,2,libra,ncclReduceScatter,0.162842,0.0,0.0,0.0,0
0,0,2,libra,Attention,27.74357,16.330139,16.330139,0.0,517
0,0,2,libra,Attention_first,0.545581,0.348354,0.348354,0.0,11
0,0,2,libra,Combine,13.142476,0.494177,0.494177,0.0,47
0,0,2,libra,Combine_first,0.192482,0.0,0.0,0.0,0
0,0,2,libra,Copy Buffer,5.99859,9.968038,0.0,9.968038,184
0,0,2,libra,Copy Buffer_first,0.095312,0.205313,0.0,0.205313,4
0,0,2,libra,Dispatch,41.353349,6.059387,4.32613,1.739209,748
0,0,2,libra,Dispatch_first,0.491717,0.065952,0.041663,0.024289,5
0,0,2,libra,MoE Local,27.351818,22.46662,22.46662,0.0,423
0,0,2,libra,MoE Remote,33.311,38.274045,38.194621,0.079424,564
0,0,2,libra,MoE_first,1.167395,1.030852,1.030852,0.0,13
0,0,2,libra,Postprocess,7.599115,0.494177,0.494177,0.0,94
0,0,2,libra,Postprocess_first,0.185375,0.01024,0.010239999999999999,0.0,2
0,0,2,libra,Prefetch,30.252766,8.307073,0.0,8.307073,512
0,0,2,libra,Prefetch_first,1.044925,0.340769,0.077184,0.263585,21
0,0,2,libra,RMSNorm,11.082401,0.823747,0.737923,0.085824,235
0,0,2,libra,RMSNorm_first,0.067476,0.006112,0.006112,0.0,1
0,0,2,libra,UNATTRIBUTED,0.0,0.352771,0.334499,0.018272,49
0,0,2,libra,cub::DeviceScan::InclusiveScan,0.084503,0.014688,0.014688,0.0,8
0,0,2,libra,forward_mid,260.780324,34.86564,31.487196,3.378444,793
0,0,2,libra,forward_mid_first,3.889247,0.0,0.0,0.0,0
0,0,2,libra,ncclAllGather,1.774528,34.010178,34.010177999999996,0.0,49
0,0,2,libra,ncclAllReduce,1.863411,33.005571,33.005571,0.0,48
0,0,2,libra,ncclReduceScatter,0.143805,0.0,0.0,0.0,0
3,0,2,libra,Attention,29.972446,16.302921,16.302921,0.0,517
3,0,2,libra,Attention_first,0.64704,0.349888,0.349888,0.0,11
3,0,2,libra,Combine,13.940861,0.434241,0.434241,0.0,47
3,0,2,libra,Combine_first,0.192738,0.0,0.0,0.0,0
3,0,2,libra,Copy Buffer,6.442174,10.309283,0.0,10.309283,184
3,0,2,libra,Copy Buffer_first,0.098333,0.21456,0.0,0.21456000000000003,4
3,0,2,libra,Dispatch,44.657527,5.234369,3.706529,1.528,748
3,0,2,libra,Dispatch_first,0.5348,0.065728,0.042464,0.023264,5
3,0,2,libra,MoE Local,29.133152,20.514092,20.514092,0.0,423
3,0,2,libra,MoE Remote,35.633575,39.925466,39.846458,0.079008,564
3,0,2,libra,MoE_first,1.405685,1.164,1.164,0.0,13
3,0,2,libra,Postprocess,8.405993,0.67808,0.67808,0.0,94
3,0,2,libra,Postprocess_first,0.188392,0.014496,0.014495999999999998,0.0,2
3,0,2,libra,Prefetch,33.719533,8.180067,0.0,8.180067,518
3,0,2,libra,Prefetch_first,1.142552,0.292032,0.07872,0.213312,19
3,0,2,libra,RMSNorm,12.586883,0.849443,0.772451,0.076992,235
3,0,2,libra,RMSNorm_first,0.064019,0.006048,0.006048,0.0,1
3,0,2,libra,UNATTRIBUTED,0.0,0.203297,0.185185,0.018112,47
3,0,2,libra,cub::DeviceScan::InclusiveScan,0.110501,0.01472,0.01472,0.0,8
3,0,2,libra,forward_mid,259.512679,6.920644,3.436835,3.483809,793
3,0,2,libra,forward_mid_first,4.383604,0.0,0.0,0.0,0
3,0,2,libra,ncclAllGather,1.949019,7.580933,7.580933,0.0,49
3,0,2,libra,ncclAllReduce,2.096456,16.703463,16.703463,0.0,48
3,0,2,libra,ncclReduceScatter,0.168685,0.0,0.0,0.0,0
