policy,dataset,observations,independent_engine_runs,cohort_repetitions,unique_requests,unique_images,accuracy_percent,paired_quality_delta_pp,quality_delta_95ci_pp,e2e_ms_mean,e2e_ms_p50,e2e_ms_p90,e2e_ms_p99,paired_e2e_reduction_median_percent,paired_e2e_reduction_95ci_percent,paired_e2e_ci_unit,paired_timing_cohort_units,paired_e2e_image_bootstrap95ci_percent,aggregate_request_latency_reduction_percent,ttft_ms_p50,tpot_ms_p50,itl_ms_p50,itl_ms_p99,output_tokens_mean,cohort_throughput_output_tokens_s,cohort_throughput_requests_s,fixed_output,quality_metric_interpretable,itl_exact_request_fraction,timing_contract,instrumented,scheduler_context_diagnostic,batch_label_semantics,image_cache_contract,frontend_e2e_ms_p50,frontend_poll_delay_ms_p99,paired_frontend_e2e_reduction_percent,run,batch_per_dp,request_cap,status
sere_s4_r05_official,gqa,384,1,3,128,89,58.072916666666664,2.34375,"[0.5333333333333333, 4.644967594357607]",766.1703036246763,756.6903159022331,940.2092154603451,1082.2658110456546,-11.494675702529511,"[-14.692166243295702, -7.243944033675392]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,12,"[-12.109298338949692, -9.80750618532995]",-11.06513954687438,541.7481260374188,162.48845448717475,159.57926935516298,355.8052317239344,2.3802083333333335,64.95359704985795,27.289038585498307,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,759.0363943018019,5.308683030307293,-11.48826687414255,ep_clean_renderer_gqa_b16_run0_20260908,16,128,CLEAN_REQUEST_TIMING
vanilla,gqa,384,1,3,128,89,55.729166666666664,0.0,"[0.0, 0.0]",689.8386899350347,678.1889835838228,839.1540473327041,983.0531662423165,0.0,"[0.0, 0.0]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,12,"[0.0, 0.0]",0.0,489.69897045753896,133.75672046095133,138.35451798513532,342.97369820065836,2.4140625,72.57440745905696,30.063184966858543,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,681.6175889689475,4.801971269771458,0.0,ep_clean_renderer_gqa_b16_run0_20260908,16,128,CLEAN_REQUEST_TIMING
modes_official_target70_metadata_cached,gqa,384,1,3,128,89,57.8125,1.8229166666666667,"[-2.2222222222222223, 6.111111111111111]",728.529163622928,709.7254695836455,887.7440741751343,1067.2111042775214,7.586571509886047,"[-6.513244200427758, 13.92593234967377]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,12,"[4.138003834311599, 12.192177401571435]",5.092701472531247,511.591327842325,139.49064910411835,130.59367705136538,377.9225880280137,2.359375,68.98117714455107,29.237055213584558,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,711.3389279693365,2.4473280645906925,7.594121231292989,ep_clean_renderer_gqa_b16_run1_modes_cached_20260908,16,128,CLEAN_REQUEST_TIMING
modes_official_target85_metadata_cached,gqa,384,1,3,128,89,54.6875,-1.3020833333333335,"[-5.377263119198602, 2.7777777777777777]",736.0083475565867,722.4095319397748,906.9063937757164,1073.9102568104863,1.112191099117571,"[-0.8959567667057078, 11.829556787124556]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,12,"[0.3995652462608801, 6.306073322735083]",4.118369657448273,519.8367398697883,150.0229101705675,130.0538913346827,384.33247013017535,2.359375,68.18893802932428,28.901271747528167,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,724.2396189831197,2.5403820909559727,1.2376710946377656,ep_clean_renderer_gqa_b16_run1_modes_cached_20260908,16,128,CLEAN_REQUEST_TIMING
vanilla,gqa,384,1,3,128,89,55.989583333333336,0.0,"[0.0, 0.0]",767.621853035962,765.9668107517064,931.2517267651856,1074.3174664070832,0.0,"[0.0, 0.0]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,12,"[0.0, 0.0]",0.0,544.9593288358301,160.8112440444529,158.48950296640396,356.2966580502689,2.4140625,68.41585499705697,28.340548348295446,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,767.3866348341107,2.570904791355133,0.0,ep_clean_renderer_gqa_b16_run1_modes_cached_20260908,16,128,CLEAN_REQUEST_TIMING
modes_official_target70_metadata_cached,gqa,640,1,5,128,89,57.8125,2.34375,"[-1.653236914600551, 7.03125]",857.9399222442589,758.5815154016018,1369.4337529595941,1909.592534573749,-1.1321498257564677,"[-4.407149147383204, 1.714780775303769]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,20,"[-1.6469233203621592, 0.08045551568089213]",0.4172056165699711,539.4360218197107,142.87830555501085,140.10823797434568,655.6294751353562,2.359375,58.2587692436472,24.69245848737365,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,760.4329390451312,2.739683259278536,-1.1015591141993908,ep_clean_renderer_gqa_b16_run2_modes_cached_20260908,16,128,CLEAN_REQUEST_TIMING
modes_official_target85_metadata_cached,gqa,640,1,5,128,89,54.6875,-0.78125,"[-4.724409448818897, 3.1502312210973646]",862.4077142252645,779.6141065191478,1354.5620389748367,1892.9591466719287,0.8893789270632557,"[-3.2096223447017906, 4.690719439657501]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,20,"[0.09797103614821445, 1.6557702174425093]",-0.10137989117580126,549.3582144845277,157.76619183210036,144.8715894948691,627.8767460025847,2.359375,59.65876073364377,25.285832363928485,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,781.9048145320266,2.6601051026955247,0.9137473717588884,ep_clean_renderer_gqa_b16_run2_modes_cached_20260908,16,128,CLEAN_REQUEST_TIMING
vanilla,gqa,640,1,5,128,89,55.46875,0.0,"[0.0, 0.0]",861.5342916978989,776.7403405159712,1336.725738225505,1948.674513367005,0.0,"[0.0, 0.0]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,20,"[0.0, 0.0]",0.0,548.872257117182,148.68244637424746,135.66785585135221,690.8771013841033,2.4140625,62.2572866460329,25.789426183469942,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,778.5755239892751,2.8156060725450516,0.0,ep_clean_renderer_gqa_b16_run2_modes_cached_20260908,16,128,CLEAN_REQUEST_TIMING
modes_official_target70_metadata_cached,gqa,640,1,5,128,89,57.8125,2.34375,"[-1.653236914600551, 7.03125]",701.8551545414084,679.6331079676747,883.1165899056941,1048.4007097641006,-0.9088126702802346,"[-9.160139553811607, 8.727674579188252]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,20,"[-2.755206086250417, 0.2521334432257438]",33.50133849479134,487.09513805806637,129.503118339926,121.84402206912637,376.0868958197534,2.359375,72.06299724850373,30.543257111948602,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,680.7654900476336,3.020855598151684,-1.0170861547623922,ep_clean_renderer_gqa_b16_run3_modes_cached_20260908,16,128,CLEAN_REQUEST_TIMING
modes_official_target85_metadata_cached,gqa,640,1,5,128,89,54.6875,-0.78125,"[-4.724409448818897, 3.1502312210973646]",689.5322212309111,669.1543583292514,868.7551732640713,1037.6928951172158,-0.3580334320210654,"[-3.762736177783288, 8.2530954867109]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,20,"[-1.7065197848506575, 4.562098577948548]",34.66889930226515,491.0553339868784,120.04663515836,119.57376264035702,362.5108851119876,2.359375,73.22161668867999,31.03432760314913,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,670.8866590633988,2.713357098400593,-0.3346119159201577,ep_clean_renderer_gqa_b16_run3_modes_cached_20260908,16,128,CLEAN_REQUEST_TIMING
vanilla,gqa,640,1,5,128,89,55.46875,0.0,"[0.0, 0.0]",1055.442528698768,694.9463235214353,912.3585054650904,8060.502025033347,0.0,"[0.0, 0.0]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,20,"[0.0, 0.0]",0.0,498.9335988648236,123.1059548445046,113.30701224505901,347.1999280154705,2.4140625,55.606574368777316,23.034438573474098,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,697.0172149594873,2.9258979484438896,0.0,ep_clean_renderer_gqa_b16_run3_modes_cached_20260908,16,128,CLEAN_REQUEST_TIMING
modes_official_target70,gqa,384,1,3,128,89,56.25,-1.5625,"[-6.4, 3.2]",708.5782804012221,703.6421450320631,918.2271293364465,1112.6659015472978,-8.650455954158108,"[-9.828204861338563, -7.6621359400733]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,192,"[-9.814979070102293, -7.699227220738192]",-7.083263920974847,491.3074425421655,190.85132516920567,188.31112189218402,239.41509663127363,2.34375,5.710147859606975,2.4363297534323096,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,704.4352879747748,1.4990447787567975,-8.651392127553482,ep_clean_renderer_gqa_b1_run0_20260908,1,128,CLEAN_REQUEST_TIMING
modes_official_target85,gqa,384,1,3,128,89,56.25,-1.5625,"[-5.883442265795206, 2.899079657251668]",721.12352265079,726.0513457003981,919.9208557140082,1130.097689162941,-9.481561084691291,"[-10.362538950115397, -8.762292013621998]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,192,"[-10.310268747601166, -8.648770624368773]",-8.979152524845645,513.6676400434226,190.17990259453654,188.2033245638013,238.8944851234555,2.359375,5.73414661700096,2.430366778066632,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,727.0510212983936,1.388877448625863,-9.46571914446418,ep_clean_renderer_gqa_b1_run0_20260908,1,128,CLEAN_REQUEST_TIMING
sere_s2_r05_official,gqa,384,1,3,128,89,50.78125,-7.03125,"[-12.50246062992126, -1.6129032258064515]",922.2240273799495,721.2254232726991,1260.9876514412463,5672.423085365444,-8.904052937748652,"[-9.609874796225123, -8.312046140506691]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,192,"[-9.609828137012922, -8.380700916041572]",-39.37028787034373,526.959375012666,176.91114319022745,175.19807117059827,230.02282453700903,3.6796875,6.238405443829111,1.6953628382380599,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,722.1049731597304,1.3991236547008161,-8.892712914770218,ep_clean_renderer_gqa_b1_run0_20260908,1,128,CLEAN_REQUEST_TIMING
sere_s2_r07_official,gqa,384,1,3,128,89,56.25,-1.5625,"[-5.426356589147287, 2.2556390977443606]",723.9247665565927,714.7257998585701,943.8866584561763,1426.4312277268618,-8.423547300097422,"[-8.945895909070767, -7.827418258808128]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,192,"[-8.917459399168681, -7.932195303472689]",-9.402488024632948,517.6314876880497,178.29809268005192,176.82024696841836,231.32463492453098,2.4453125,5.865305741152603,2.3985914851997863,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,715.5807078815997,1.3180132908746602,-8.413828880397089,ep_clean_renderer_gqa_b1_run0_20260908,1,128,CLEAN_REQUEST_TIMING
sere_s4_r05_official,gqa,384,1,3,128,89,57.03125,-0.78125,"[-4.098360655737705, 2.459016393442623]",711.2843525064818,708.0628576222807,898.025910835713,1135.31935716048,-8.845394082798885,"[-9.201739172176794, -8.280503489957702]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,192,"[-9.12355063004533, -8.344650247914242]",-7.492216666848783,499.9472815543413,179.701043991372,177.07721050828695,230.7094130013138,2.390625,5.894389113285122,2.4656268186290706,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,709.4119938556105,1.736438609659672,-8.846726314649377,ep_clean_renderer_gqa_b1_run0_20260908,1,128,CLEAN_REQUEST_TIMING
vanilla,gqa,384,1,3,128,89,57.8125,0.0,"[0.0, 0.0]",661.7077724901416,648.487590951845,877.6187976356595,1003.8757040491329,0.0,"[0.0, 0.0]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,192,"[0.0, 0.0]",0.0,492.76041775010526,156.3072526672234,153.42512913048267,204.51115114614367,2.40625,6.320714120113771,2.626790283683645,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,649.7288690879941,1.3767142780125143,0.0,ep_clean_renderer_gqa_b1_run0_20260908,1,128,CLEAN_REQUEST_TIMING
modes_official_target70_metadata_cached,gqa,384,1,3,128,89,56.25,-1.5625,"[-6.4, 3.2]",498.62387899459765,504.2076581157744,635.249915253371,757.3581341374667,-5.098753679993051,"[-5.589494670322259, -4.60450156110438]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,192,"[-5.522041617495721, -4.6623492856211515]",-4.147587989143076,353.61486743204296,124.41694371712705,119.05615916475654,156.08793888241055,2.34375,8.229823771596712,3.5113914758812634,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,504.8965374007821,1.1767530906945476,-5.060420029816481,ep_clean_renderer_gqa_b1_run1_modes_cached_20260908,1,128,CLEAN_REQUEST_TIMING
modes_official_target85_metadata_cached,gqa,384,1,3,128,89,56.25,-1.5625,"[-5.883442265795206, 2.899079657251668]",489.85079970346607,493.977262172848,625.7590700872242,779.8064846545469,-3.2018299637244563,"[-3.8412801480538272, -2.6336915187712147]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,192,"[-3.7452940694890913, -2.8819414849830527]",-2.315154594153679,344.04635010287166,124.27704478614032,119.20826230198145,162.31024135369805,2.359375,8.356269578962637,3.5417301526729057,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,494.775100145489,1.205262145958841,-3.167449624549945,ep_clean_renderer_gqa_b1_run1_modes_cached_20260908,1,128,CLEAN_REQUEST_TIMING
vanilla,gqa,384,1,3,128,89,57.8125,0.0,"[0.0, 0.0]",478.7666124793759,475.931006250903,607.0378582458943,722.6066146139055,0.0,"[0.0, 0.0]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,192,"[0.0, 0.0]",0.0,342.1127886977047,112.64163546729833,110.15458242036402,143.78946482669562,2.40625,8.658851791343313,3.5984838613374808,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,476.6424938570708,1.2733948230743408,0.0,ep_clean_renderer_gqa_b1_run1_modes_cached_20260908,1,128,CLEAN_REQUEST_TIMING
modes_official_target70,gqa,384,1,3,128,89,57.8125,2.34375,"[-1.653236914600551, 7.03125]",506.1549683523481,500.03089755773544,672.401535930112,824.2316909041258,-9.399816102310186,"[-10.141899597463787, -8.578629148034356]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[-9.95411464285393, -8.811192688802038]",-8.394220476363401,325.03605051897466,138.72088841162622,130.80983562394977,183.48801601678133,2.359375,25.10829539598809,10.641926525451906,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,501.03443558327854,1.4751772861927752,-9.385444297507528,ep_clean_renderer_gqa_b4_run0_20260908,4,128,CLEAN_REQUEST_TIMING
modes_official_target85,gqa,384,1,3,128,89,54.6875,-0.78125,"[-4.724409448818897, 3.1502312210973646]",510.9323250702194,505.3887793328613,657.643185229972,796.8248034734285,-11.160842289198092,"[-12.696377352556464, -8.924165623146862]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[-12.342545970293406, -9.766173144969649]",-9.417302120818793,328.7871782667935,130.00059500336647,129.84078377485275,174.84852857887745,2.3671875,26.508011737386937,11.198103968269068,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,506.4144937787205,1.5252637676894665,-11.126455200844088,ep_clean_renderer_gqa_b4_run0_20260908,4,128,CLEAN_REQUEST_TIMING
sere_s2_r05_official,gqa,384,1,3,128,89,60.15625,4.6875,"[1.5384615384615385, 8.527131782945736]",531.4728345377565,507.1262721903622,678.8908075075597,1145.2294059284031,-12.552345063069925,"[-13.749559043615301, -11.277150843877482]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[-13.303438751000574, -12.071752321529239]",-13.81609824282215,308.3277300465852,128.87167208828032,123.42859571799636,175.6752012297511,2.5,23.712532059724047,9.485012823889619,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,508.0857814755291,1.4303019270300865,-12.52870121084988,ep_clean_renderer_gqa_b4_run0_20260908,4,128,CLEAN_REQUEST_TIMING
sere_s2_r07_official,gqa,384,1,3,128,89,57.03125,1.5625,"[-1.5037593984962405, 4.724409448818897]",525.5897024399019,517.4327788408846,676.8859426025301,810.0700623355807,-11.391956435161234,"[-12.59242905354368, -9.691137727075905]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[-12.226359734098047, -10.627727367477192]",-12.556212323333348,346.9929259736091,127.825568895787,124.05488034710288,182.7593189664185,2.40625,26.20826044743036,10.8917446015295,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,518.4996642637998,1.4030160382390022,-11.328537026652707,ep_clean_renderer_gqa_b4_run0_20260908,4,128,CLEAN_REQUEST_TIMING
sere_s4_r05_official,gqa,384,1,3,128,89,57.8125,2.34375,"[-0.8, 5.833333333333333]",517.1008286997676,503.6017030943185,667.3601583577693,812.4243156751618,-11.797697068982504,"[-13.178903151389942, -10.026942150310745]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[-12.318234832497833, -11.275709009274548]",-10.7383009931741,342.9692790377885,128.1871872100358,123.95458901301026,174.44053292274475,2.390625,25.783676755405132,10.785328838862277,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,504.4852769933641,1.6192528419196606,-11.797470736521397,ep_clean_renderer_gqa_b4_run0_20260908,4,128,CLEAN_REQUEST_TIMING
vanilla,gqa,384,1,3,128,89,55.46875,0.0,"[0.0, 0.0]",466.95752423693193,458.20027007721364,608.8974064216018,715.3631483530628,0.0,"[0.0, 0.0]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[0.0, 0.0]",0.0,315.64063183031976,113.56414807960391,105.87193118408322,152.2391731850803,2.4140625,28.666119434805786,11.87463847137586,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,459.13185202516615,1.5924943936988722,0.0,ep_clean_renderer_gqa_b4_run0_20260908,4,128,CLEAN_REQUEST_TIMING
modes_official_target70_metadata_cached,gqa,384,1,3,128,89,57.8125,2.34375,"[-1.653236914600551, 7.03125]",529.9969321422395,508.2424427382648,690.4272381216288,865.72323567234,-3.939741885775283,"[-7.627523892612034, -1.525471026242975]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[-6.479195166982721, -2.3568754177964113]",-4.241764221724509,347.71108347922564,132.79820093885064,131.68484484776855,192.58381519466639,2.359375,25.75185799753921,10.91469478041397,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,509.2629094142467,1.568312756717205,-3.949887751825587,ep_clean_renderer_gqa_b4_run1_modes_cached_20260908,4,128,CLEAN_REQUEST_TIMING
modes_official_target85_metadata_cached,gqa,384,1,3,128,89,54.6875,-0.78125,"[-4.724409448818897, 3.1502312210973646]",530.7146880089325,518.7587328255177,695.9508135449141,872.6718949712816,-4.157718489819995,"[-5.851830351495724, -2.299702220637867]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[-4.909146823322648, -3.333863837810123]",-4.382935110246722,348.0143449269235,134.24035953357816,132.66473403200507,191.48733094334602,2.3671875,25.50652244708739,10.775032584908205,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,519.7904398664832,1.7485530115664005,-4.1875438662167035,ep_clean_renderer_gqa_b4_run1_modes_cached_20260908,4,128,CLEAN_REQUEST_TIMING
vanilla,gqa,384,1,3,128,89,55.46875,0.0,"[0.0, 0.0]",508.4305087305741,496.0699414368719,664.6071127150208,850.188466650434,0.0,"[0.0, 0.0]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[0.0, 0.0]",0.0,310.48607802949846,124.13854466285557,122.59263498708606,183.91151167452335,2.4140625,27.284300792794106,11.30223463261374,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,497.1212763339281,1.6357200220227242,0.0,ep_clean_renderer_gqa_b4_run1_modes_cached_20260908,4,128,CLEAN_REQUEST_TIMING
modes_noop_metadata_cached,chartqa,96,1,3,32,32,28.125,-3.125,"[-7.291666666666667, 0.0]",4037.542253281572,4040.664049098268,4121.230379445478,4162.542342022061,-7.816247918928387,"[-11.080448276905862, -5.7348067080565945]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,3,"[-7.913381298880551, -7.78616294826392]",-7.962358957687421,458.7673251517117,115.95928368549193,112.98403143882751,159.38682574778795,32.0,236.96675958243145,7.405211236950983,True,False,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,4042.6376059185714,2.129863016307354,-7.812333467332455,ep_port_control_decision_20260908,16,32,DIAGNOSTIC
modes_official_target70_metadata_cached,chartqa,96,1,3,32,32,27.083333333333332,-4.166666666666666,"[-19.791666666666664, 11.484375000000094]",4019.2205883261827,4020.9961880464107,4111.619647825137,4169.80166262947,-7.696692401460947,"[-9.21838435469795, -5.766739730958514]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,3,"[-7.792090017059062, -7.564888439269635]",-7.4724445383377525,467.8058107383549,114.70034057574887,112.1583366766572,155.42600117623806,32.0,237.66798479244295,7.427124524763842,True,False,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,4022.771814838052,2.275484148412943,-7.698238771947485,ep_port_control_decision_20260908,16,32,DIAGNOSTIC
sere_noop_s8_metadata_cached,chartqa,96,1,3,32,32,31.25,0.0,"[-3.125, 3.125]",4336.11806492263,4337.246335111558,4417.700712801889,4492.970764124766,-15.67059205609026,"[-18.84488229252721, -14.158772731348169]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,3,"[-15.97828786064035, -15.392656713465236]",-15.94616369094448,503.65084526129067,122.58436580398872,120.67186599597335,165.46686203218997,32.0,220.8607827849442,6.901899462029506,True,False,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,4339.068773435429,2.3678080178797245,-15.665480569625078,ep_port_control_decision_20260908,16,32,DIAGNOSTIC
