task,plan,repeat,schedule_barrier,policy,block_schedule,dynamic_seconds,dynamic_accuracy,dynamic_nfe,global_fastest_seconds,latency_only_gain_vs_global_fixed_percent,quality_safe_fixed_available,quality_matched_fixed_block,quality_matched_fixed_mini,quality_matched_fixed_threshold,quality_matched_fixed_seconds,quality_matched_fixed_accuracy,quality_matched_gain_vs_global_fixed_percent,evidence
gsm8k,exhaustive_128,9,False,64_16_32_16,"[64,16,32,16]",23.62253999710083,0.5,261,8.199750185012817,-188.08853274917064,True,32,8,0.9,8.199750185012817,0.625,-188.08853274917064,clean actual trajectory versus all measured fixed-B/mini/threshold points
gsm8k,exhaustive_128,9,False,64_32_16_16,"[64,32,16,16]",21.331573963165283,0.625,238,8.199750185012817,-160.14907139676401,True,32,8,0.9,8.199750185012817,0.625,-160.14907139676401,clean actual trajectory versus all measured fixed-B/mini/threshold points
gsm8k,exhaustive_128,9,False,64_32_32,"[64,32,32]",18.496129751205444,0.625,211,8.199750185012817,-125.56942996887815,True,32,8,0.9,8.199750185012817,0.625,-125.56942996887815,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_16_16_16_16_16_32,"[16,16,16,16,16,16,32]",13.78755807876587,0.375,156,7.575987100601196,-81.99025283017906,True,128,8,0.9,7.575987100601196,0.375,-81.99025283017906,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_16_16_16_16_32_16,"[16,16,16,16,16,32,16]",11.564658164978027,0.375,144,7.575987100601196,-52.64886293246603,True,128,8,0.9,7.575987100601196,0.375,-52.64886293246603,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_16_16_16_32_16_16,"[16,16,16,16,32,16,16]",14.159200429916382,0.375,173,7.575987100601196,-86.89578324114056,True,128,8,0.9,7.575987100601196,0.375,-86.89578324114056,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_16_16_16_32_32,"[16,16,16,16,32,32]",13.229192972183228,0.375,148,7.575987100601196,-74.62005672017865,True,128,8,0.9,7.575987100601196,0.375,-74.62005672017865,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_16_16_16_64,"[16,16,16,16,64]",14.531906604766846,0.375,178,7.575987100601196,-91.8153556995056,True,128,8,0.9,7.575987100601196,0.375,-91.8153556995056,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_16_16_32_16_16_16,"[16,16,16,32,16,16,16]",16.409529447555542,0.375,205,7.575987100601196,-116.59922634046401,True,128,8,0.9,7.575987100601196,0.375,-116.59922634046401,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_16_16_32_16_32,"[16,16,16,32,16,32]",16.793372631072998,0.375,203,7.575987100601196,-121.66580285941025,True,128,8,0.9,7.575987100601196,0.375,-121.66580285941025,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_16_16_32_32_16,"[16,16,16,32,32,16]",15.545271635055542,0.375,187,7.575987100601196,-105.1913688425095,True,128,8,0.9,7.575987100601196,0.375,-105.1913688425095,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_16_16_64_16,"[16,16,16,64,16]",12.66823697090149,0.375,158,7.575987100601196,-67.21566183627999,True,128,8,0.9,7.575987100601196,0.375,-67.21566183627999,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_16_32_16_16_16_16,"[16,16,32,16,16,16,16]",21.319291353225708,0.375,243,7.575987100601196,-181.40612002274798,True,128,8,0.9,7.575987100601196,0.375,-181.40612002274798,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_16_32_16_16_32,"[16,16,32,16,16,32]",20.790980100631714,0.375,211,7.575987100601196,-174.43262276650174,True,128,8,0.9,7.575987100601196,0.375,-174.43262276650174,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_16_32_16_32_16,"[16,16,32,16,32,16]",19.60218620300293,0.375,211,7.575987100601196,-158.74101873071282,True,128,8,0.9,7.575987100601196,0.375,-158.74101873071282,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_16_32_32_16_16,"[16,16,32,32,16,16]",19.827459573745728,0.375,247,7.575987100601196,-161.714537135,True,128,8,0.9,7.575987100601196,0.375,-161.714537135,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_16_32_32_32,"[16,16,32,32,32]",17.400134563446045,0.375,190,7.575987100601196,-129.674817715374,True,128,8,0.9,7.575987100601196,0.375,-129.674817715374,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_16_32_64,"[16,16,32,64]",22.831639051437378,0.375,228,7.575987100601196,-201.3685048331928,True,128,8,0.9,7.575987100601196,0.375,-201.3685048331928,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_16_64_16_16,"[16,16,64,16,16]",23.89609408378601,0.375,254,7.575987100601196,-215.4188855718844,True,128,8,0.9,7.575987100601196,0.375,-215.4188855718844,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_16_64_32,"[16,16,64,32]",20.163702964782715,0.375,224,7.575987100601196,-166.1528154289309,True,128,8,0.9,7.575987100601196,0.375,-166.1528154289309,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_32_16_16_16_16_16,"[16,32,16,16,16,16,16]",19.138832092285156,0.25,205,7.575987100601196,-152.62492977009404,True,128,8,0.9,7.575987100601196,0.375,-152.62492977009404,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_32_16_16_16_32,"[16,32,16,16,16,32]",14.798332691192627,0.25,175,7.575987100601196,-95.33207349334448,True,128,8,0.9,7.575987100601196,0.375,-95.33207349334448,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_32_16_16_32_16,"[16,32,16,16,32,16]",20.11295247077942,0.25,219,7.575987100601196,-165.4829292038175,True,128,8,0.9,7.575987100601196,0.375,-165.4829292038175,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_32_16_32_16_16,"[16,32,16,32,16,16]",19.562147617340088,0.25,238,7.575987100601196,-158.21252541187303,True,128,8,0.9,7.575987100601196,0.375,-158.21252541187303,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_32_16_32_32,"[16,32,16,32,32]",16.50663471221924,0.375,167,7.575987100601196,-117.88097700046698,True,128,8,0.9,7.575987100601196,0.375,-117.88097700046698,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_32_16_64,"[16,32,16,64]",21.910557746887207,0.375,275,7.575987100601196,-189.21059996457075,True,128,8,0.9,7.575987100601196,0.375,-189.21059996457075,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_32_32_16_16_16,"[16,32,32,16,16,16]",17.582930326461792,0.25,204,7.575987100601196,-132.08764868496792,True,128,8,0.9,7.575987100601196,0.375,-132.08764868496792,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_32_32_16_32,"[16,32,32,16,32]",14.560610055923462,0.375,175,7.575987100601196,-92.1942297759192,True,128,8,0.9,7.575987100601196,0.375,-92.1942297759192,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_32_32_32_16,"[16,32,32,32,16]",14.03237533569336,0.25,174,7.575987100601196,-85.22174271627011,True,128,8,0.9,7.575987100601196,0.375,-85.22174271627011,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_32_64_16,"[16,32,64,16]",17.627129554748535,0.25,214,7.575987100601196,-132.67106082255242,True,128,8,0.9,7.575987100601196,0.375,-132.67106082255242,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_64_16_16_16,"[16,64,16,16,16]",19.608320474624634,0.375,220,7.575987100601196,-158.82198866295067,True,128,8,0.9,7.575987100601196,0.375,-158.82198866295067,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_64_16_32,"[16,64,16,32]",18.74197244644165,0.375,240,7.575987100601196,-147.38654115388306,True,128,8,0.9,7.575987100601196,0.375,-147.38654115388306,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,16_64_32_16,"[16,64,32,16]",18.063730239868164,0.375,209,7.575987100601196,-138.43401526429088,True,128,8,0.9,7.575987100601196,0.375,-138.43401526429088,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,32_16_16_16_16_16_16,"[32,16,16,16,16,16,16]",18.265557527542114,0.5,181,7.575987100601196,-141.09805474843856,False,,,,,,,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,32_16_16_16_16_32,"[32,16,16,16,16,32]",18.09477186203003,0.375,207,7.575987100601196,-138.84375226291118,True,128,8,0.9,7.575987100601196,0.375,-138.84375226291118,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,32_16_16_16_32_16,"[32,16,16,16,32,16]",18.764477014541626,0.5,190,7.575987100601196,-147.68359245295653,False,,,,,,,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,32_16_16_32_16_16,"[32,16,16,32,16,16]",17.281799793243408,0.375,178,7.575987100601196,-128.11284607219042,True,128,8,0.9,7.575987100601196,0.375,-128.11284607219042,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,32_16_16_32_32,"[32,16,16,32,32]",17.76125192642212,0.375,219,7.575987100601196,-134.44142249150167,True,128,8,0.9,7.575987100601196,0.375,-134.44142249150167,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,32_16_16_64,"[32,16,16,64]",20.974100589752197,0.375,219,7.575987100601196,-176.84973999081635,True,128,8,0.9,7.575987100601196,0.375,-176.84973999081635,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,32_16_32_16_16_16,"[32,16,32,16,16,16]",13.641322612762451,0.375,178,7.575987100601196,-80.06000316024742,True,128,8,0.9,7.575987100601196,0.375,-80.06000316024742,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,32_16_32_16_32,"[32,16,32,16,32]",17.180439233779907,0.375,214,7.575987100601196,-126.77492722257334,True,128,8,0.9,7.575987100601196,0.375,-126.77492722257334,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,32_16_32_32_16,"[32,16,32,32,16]",13.202747106552124,0.375,173,7.575987100601196,-74.27098186986635,True,128,8,0.9,7.575987100601196,0.375,-74.27098186986635,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,32_16_64_16,"[32,16,64,16]",19.514032125473022,0.375,247,7.575987100601196,-157.577420161189,True,128,8,0.9,7.575987100601196,0.375,-157.577420161189,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,32_32_16_16_16_16,"[32,32,16,16,16,16]",12.34939169883728,0.375,163,7.575987100601196,-63.00703175507371,True,128,8,0.9,7.575987100601196,0.375,-63.00703175507371,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,32_32_16_16_32,"[32,32,16,16,32]",11.767426013946533,0.375,156,7.575987100601196,-55.32531744956011,True,128,8,0.9,7.575987100601196,0.375,-55.32531744956011,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,32_32_16_32_16,"[32,32,16,32,16]",11.447385787963867,0.375,153,7.575987100601196,-51.10091445450659,True,128,8,0.9,7.575987100601196,0.375,-51.10091445450659,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,32_32_32_16_16,"[32,32,32,16,16]",11.716866493225098,0.5,155,7.575987100601196,-54.65795199539476,False,,,,,,,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,32_32_64,"[32,32,64]",14.41294240951538,0.375,183,7.575987100601196,-90.2450758973921,True,128,8,0.9,7.575987100601196,0.375,-90.2450758973921,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,32_64_16_16,"[32,64,16,16]",18.377232789993286,0.375,230,7.575987100601196,-142.57212355251966,True,128,8,0.9,7.575987100601196,0.375,-142.57212355251966,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,32_64_32,"[32,64,32]",16.908653736114502,0.375,209,7.575987100601196,-123.18746734366412,True,128,8,0.9,7.575987100601196,0.375,-123.18746734366412,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,64_16_16_16_16,"[64,16,16,16,16]",13.8939950466156,0.375,182,7.575987100601196,-83.39517824037789,True,128,8,0.9,7.575987100601196,0.375,-83.39517824037789,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,64_16_16_32,"[64,16,16,32]",19.122173309326172,0.375,199,7.575987100601196,-152.40504049708218,True,128,8,0.9,7.575987100601196,0.375,-152.40504049708218,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,64_16_32_16,"[64,16,32,16]",17.596725940704346,0.375,232,7.575987100601196,-132.26974527593833,True,128,8,0.9,7.575987100601196,0.375,-132.26974527593833,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,64_32_16_16,"[64,32,16,16]",14.877862930297852,0.375,196,7.575987100601196,-96.38184084443876,True,128,8,0.9,7.575987100601196,0.375,-96.38184084443876,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,exhaustive_128,9,False,64_32_32,"[64,32,32]",12.369105339050293,0.375,165,7.575987100601196,-63.26724392216476,True,128,8,0.9,7.575987100601196,0.375,-63.26724392216476,clean actual trajectory versus all measured fixed-B/mini/threshold points
gsm8k,long_16_control,8,False,16_32,"[16,32]",24.816168546676636,0.75,301,13.75614070892334,-80.4006593984523,True,32,8,0.9,14.128215312957764,0.75,-75.64970519607216,clean actual trajectory versus all measured fixed-B/mini/threshold points
gsm8k,long_16_control,8,False,32_16,"[32,16]",22.641188621520996,0.75,269,13.75614070892334,-64.58968471319939,True,32,8,0.9,14.128215312957764,0.75,-60.25512154217749,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,long_16_control,8,False,16_32,"[16,32]",20.931204080581665,0.75,251,10.524931907653809,-98.87258430014487,True,32,8,0.9,10.524931907653809,0.75,-98.87258430014487,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,long_16_control,8,False,32_16,"[32,16]",19.739760875701904,0.75,241,10.524931907653809,-87.55238560115532,True,32,8,0.9,10.524931907653809,0.75,-87.55238560115532,clean actual trajectory versus all measured fixed-B/mini/threshold points
gsm8k,request_tournament,6,False,128_64,"[128,64]",45.793299198150635,0.5,534,8.199750185012817,-458.4718822513622,True,32,8,0.9,8.199750185012817,0.625,-458.4718822513622,clean actual trajectory versus all measured fixed-B/mini/threshold points
gsm8k,request_tournament,6,False,16_32,"[16,32]",41.670666456222534,0.5,534,8.199750185012817,-408.19434148599487,True,32,8,0.9,8.199750185012817,0.625,-408.19434148599487,clean actual trajectory versus all measured fixed-B/mini/threshold points
gsm8k,request_tournament,6,False,16_64_32,"[16,64,32]",41.026222944259644,0.5,534,8.199750185012817,-400.3350348312534,True,32,8,0.9,8.199750185012817,0.625,-400.3350348312534,clean actual trajectory versus all measured fixed-B/mini/threshold points
gsm8k,request_tournament,6,False,32_16,"[32,16]",46.39144849777222,0.5,534,8.199750185012817,-465.7666081408759,True,32,8,0.9,8.199750185012817,0.625,-465.7666081408759,clean actual trajectory versus all measured fixed-B/mini/threshold points
gsm8k,request_tournament,6,False,32_64,"[32,64]",41.32502460479736,0.5,534,8.199750185012817,-403.9790685371077,True,32,8,0.9,8.199750185012817,0.625,-403.9790685371077,clean actual trajectory versus all measured fixed-B/mini/threshold points
gsm8k,request_tournament,6,False,64_128,"[64,128]",40.86848473548889,0.5,534,8.199750185012817,-398.4113395330837,True,32,8,0.9,8.199750185012817,0.625,-398.4113395330837,clean actual trajectory versus all measured fixed-B/mini/threshold points
gsm8k,request_tournament,6,False,64_32,"[64,32]",41.457722663879395,0.5,534,8.199750185012817,-405.5973868527629,True,32,8,0.9,8.199750185012817,0.625,-405.5973868527629,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,request_tournament,6,False,128_64,"[128,64]",36.48828673362732,0.375,447,7.575987100601196,-381.6307927812044,True,128,8,0.9,7.575987100601196,0.375,-381.6307927812044,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,request_tournament,6,False,16_32,"[16,32]",36.37576460838318,0.375,447,7.575987100601196,-380.1455457269266,True,128,8,0.9,7.575987100601196,0.375,-380.1455457269266,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,request_tournament,6,False,16_64_32,"[16,64,32]",39.97434878349304,0.375,447,7.575987100601196,-427.6454177214855,True,128,8,0.9,7.575987100601196,0.375,-427.6454177214855,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,request_tournament,6,False,32_16,"[32,16]",36.337302923202515,0.375,447,7.575987100601196,-379.6378668638302,True,128,8,0.9,7.575987100601196,0.375,-379.6378668638302,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,request_tournament,6,False,32_64,"[32,64]",36.91016149520874,0.375,447,7.575987100601196,-387.1993709213116,True,128,8,0.9,7.575987100601196,0.375,-387.1993709213116,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,request_tournament,6,False,64_128,"[64,128]",35.968385219573975,0.375,447,7.575987100601196,-374.76830071053956,True,128,8,0.9,7.575987100601196,0.375,-374.76830071053956,clean actual trajectory versus all measured fixed-B/mini/threshold points
humaneval,request_tournament,6,False,64_32,"[64,32]",37.03655552864075,0.375,447,7.575987100601196,-388.86772161612697,True,128,8,0.9,7.575987100601196,0.375,-388.86772161612697,clean actual trajectory versus all measured fixed-B/mini/threshold points
gsm8k,schedule_smoke,1,False,mixed_16_64_32_16,"[16,64,32,16]",27.932579040527344,0.625,331,8.199750185012817,-240.6515858444251,True,32,8,0.9,8.199750185012817,0.625,-240.6515858444251,clean actual trajectory versus all measured fixed-B/mini/threshold points
gsm8k,schedule_smoke,4,True,mixed_16_64_32_16,"[16,64,32,16]",14.002992391586304,0.625,163,8.199750185012817,-70.77340255048776,True,32,8,0.9,8.199750185012817,0.625,-70.77340255048776,clean actual trajectory versus all measured fixed-B/mini/threshold points
