request_id,category,budget,seed,chunks,tile_sum,padding_sum,frag_mean,p10_batch
histology,fine_grained,1024,8,1,5541,256320,1.0546634949679639,2.0
histology,fine_grained,1024,9,1,5541,256320,1.0546634949679639,2.0
grass,fine_grained,128,0,3,10818,575616,1.0011631494177453,1.0
grass,fine_grained,128,1,3,11713,589456,1.0011006634720276,1.0
grass,fine_grained,128,2,3,10458,571008,0.6675899541473922,1.0
grass,fine_grained,128,3,3,14413,684448,1.0000925925925925,1.0
grass,fine_grained,128,4,3,14204,522848,1.0031106807637926,1.0
grass,fine_grained,128,5,2,10459,571072,1.0013858326287262,1.0
grass,fine_grained,128,6,2,10452,570624,1.0011942568356416,1.0
grass,fine_grained,128,7,3,10466,571520,0.6674749660433923,1.0
grass,fine_grained,128,8,3,11787,584112,1.0011042290590888,1.0
grass,fine_grained,128,9,3,10459,571072,0.6675905550858174,1.0
grass,fine_grained,256,0,2,5730,268416,0.5116960303834556,0.5
grass,fine_grained,256,1,2,6304,277168,1.0112451877937916,1.0
grass,fine_grained,256,2,2,9870,395680,1.005514778238997,1.0
grass,fine_grained,256,3,2,9935,397408,1.0051660555375463,1.0
grass,fine_grained,256,4,2,10194,404320,1.0049078750549267,1.0
grass,fine_grained,256,5,2,10100,402048,1.0045841613713389,1.0
grass,fine_grained,256,6,2,5730,268416,0.5116960303834556,0.5
grass,fine_grained,256,7,2,9870,395680,1.005514778238997,1.0
grass,fine_grained,256,8,2,8132,304832,1.009154786723616,1.0
grass,fine_grained,256,9,2,7211,291248,1.010601141056073,1.0
grass,fine_grained,512,0,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,512,1,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,512,2,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,512,3,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,512,4,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,512,5,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,512,6,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,512,7,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,512,8,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,512,9,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,1024,0,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,1024,1,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,1024,2,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,1024,3,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,1024,4,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,1024,5,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,1024,6,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,1024,7,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,1024,8,1,5730,268416,1.0233920607669111,2.0
grass,fine_grained,1024,9,1,5730,268416,1.0233920607669111,2.0
brick,fine_grained,128,0,3,11628,575760,1.0018177983350571,1.0
brick,fine_grained,128,1,3,10216,555520,0.6685054669797831,1.0
brick,fine_grained,128,2,3,13996,660128,1.0005230481312768,1.0
brick,fine_grained,128,3,3,13825,503776,1.005203443184625,1.0
brick,fine_grained,128,4,2,10210,555136,1.0026550859915602,1.0
brick,fine_grained,128,5,2,10172,552704,1.001979505945136,1.0
brick,fine_grained,128,6,3,10199,554432,0.6681961647990522,1.0
brick,fine_grained,128,7,3,11614,567664,1.001444002586988,1.0
brick,fine_grained,128,8,3,10210,555136,0.6684367239943734,1.0
